,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,2223,Fulham,2023-02-24 Fulham-Wolves,2023-02-24,Matchweek 25,Fri,Home,D,1,1,Wolves,1,10,5,50.0,0.1,0.2,24.2,1,0,0,0.5,0.5,0.05,0.5,0.5,20:00:00
ENG-Premier League,2223,Fulham,2023-03-06 Brentford-Fulham,2023-03-06,Matchweek 26,Mon,Away,L,2,3,Brentford,2,9,5,55.6,0.22,0.4,17.4,1,0,0,1.4,1.4,0.18,0.6,0.6,20:00:00
ENG-Premier League,2223,Fulham,2023-03-12 Fulham-Arsenal,2023-03-12,Matchweek 27,Sun,Home,L,0,3,Arsenal,0,12,2,16.7,0.0,0.0,17.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8,14:00:00
ENG-Premier League,2223,Fulham,2023-04-01 Bournemouth-Fulham,2023-04-01,Matchweek 29,Sat,Away,L,1,2,Bournemouth,1,10,2,20.0,0.1,0.5,16.5,0,0,0,0.8,0.8,0.08,0.2,0.2,15:00:00
ENG-Premier League,2223,Fulham,2023-04-08 Fulham-West Ham,2023-04-08,Matchweek 30,Sat,Home,L,0,1,West Ham,0,16,3,18.8,0.0,0.0,20.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7,15:00:00
ENG-Premier League,2223,Fulham,2023-04-15 Everton-Fulham,2023-04-15,Matchweek 31,Sat,Away,W,3,1,Everton,3,21,7,33.3,0.14,0.43,17.9,0,0,0,1.8,1.8,0.09,1.2,1.2,15:00:00
ENG-Premier League,2223,Fulham,2023-04-22 Fulham-Leeds United,2023-04-22,Matchweek 32,Sat,Home,W,2,1,Leeds United,2,12,5,41.7,0.17,0.4,24.4,3,0,0,1.7,1.7,0.14,0.3,0.3,12:30:00
ENG-Premier League,2223,Fulham,2023-04-25 Aston Villa-Fulham,2023-04-25,Matchweek 33,Tue,Away,L,0,1,Aston Villa,0,1,0,0.0,0.0,,14.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1,19:45:00
ENG-Premier League,2223,Fulham,2023-04-30 Fulham-Manchester City,2023-04-30,Matchweek 34,Sun,Home,L,1,2,Manchester City,1,4,1,25.0,0.25,1.0,22.4,0,0,0,0.2,0.2,0.05,0.8,0.8,14:00:00
ENG-Premier League,2223,Fulham,2023-05-03 Liverpool-Fulham,2023-05-03,Matchweek 28,Wed,Away,L,0,1,Liverpool,0,9,3,33.3,0.0,0.0,16.8,0,0,0,0.9,0.9,0.1,-0.9,-0.9,20:00:00
ENG-Premier League,2223,Fulham,2023-05-08 Fulham-Leicester City,2023-05-08,Matchweek 35,Mon,Home,W,5,3,Leicester City,5,17,7,41.2,0.29,0.71,17.5,1,0,0,1.6,1.6,0.1,3.4,3.4,15:00:00
ENG-Premier League,2223,Fulham,2023-05-13 Southampton-Fulham,2023-05-13,Matchweek 36,Sat,Away,W,2,0,Southampton,2,9,3,33.3,0.22,0.67,17.5,0,0,0,1.4,1.4,0.16,0.6,0.6,15:00:00
ENG-Premier League,2223,Fulham,2023-05-20 Fulham-Crystal Palace,2023-05-20,Matchweek 37,Sat,Home,D,2,2,Crystal Palace,2,10,3,30.0,0.1,0.33,19.0,1,1,1,1.7,0.9,0.09,0.3,0.1,15:00:00
ENG-Premier League,2223,Fulham,2023-05-28 Manchester Utd-Fulham,2023-05-28,Matchweek 38,Sun,Away,L,1,2,Manchester Utd,1,9,2,22.2,0.11,0.5,17.6,1,0,1,1.8,1.0,0.11,-0.8,0.0,16:30:00
ENG-Premier League,2223,Leeds United,2022-08-06 Leeds United-Wolves,2022-08-06,Matchweek 1,Sat,Home,W,2,1,Wolves,1,12,4,33.3,0.08,0.25,18.6,1,0,0,0.8,0.8,0.07,0.2,0.2,15:00:00
ENG-Premier League,2223,Leeds United,2022-08-13 Southampton-Leeds United,2022-08-13,Matchweek 2,Sat,Away,D,2,2,Southampton,2,13,5,38.5,0.15,0.4,12.0,0,0,0,1.8,1.8,0.15,0.2,0.2,15:00:00
ENG-Premier League,2223,Leeds United,2022-08-21 Leeds United-Chelsea,2022-08-21,Matchweek 3,Sun,Home,W,3,0,Chelsea,3,12,6,50.0,0.25,0.5,16.3,0,0,0,2.1,2.1,0.18,0.9,0.9,14:00:00
ENG-Premier League,2223,Leeds United,2022-08-27 Brighton-Leeds United,2022-08-27,Matchweek 4,Sat,Away,L,0,1,Brighton,0,10,2,20.0,0.0,0.0,18.0,1,0,0,1.8,1.8,0.18,-1.8,-1.8,15:00:00
ENG-Premier League,2223,Leeds United,2022-08-30 Leeds United-Everton,2022-08-30,Matchweek 5,Tue,Home,D,1,1,Everton,1,14,5,35.7,0.07,0.2,16.9,0,0,0,1.0,1.0,0.07,0.0,0.0,20:00:00
ENG-Premier League,2223,Leeds United,2022-09-03 Brentford-Leeds United,2022-09-03,Matchweek 6,Sat,Away,L,2,5,Brentford,2,17,6,35.3,0.12,0.33,21.9,1,0,0,1.7,1.7,0.11,0.3,0.3,15:00:00
ENG-Premier League,2223,Leeds United,2022-10-02 Leeds United-Aston Villa,2022-10-02,Matchweek 9,Sun,Home,D,0,0,Aston Villa,0,6,1,16.7,0.0,0.0,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,16:30:00
ENG-Premier League,2223,Leeds United,2022-10-09 Crystal Palace-Leeds United,2022-10-09,Matchweek 10,Sun,Away,L,1,2,Crystal Palace,1,10,4,40.0,0.1,0.25,18.1,0,0,0,1.0,1.0,0.1,0.0,0.0,14:00:00
ENG-Premier League,2223,Leeds United,2022-10-16 Leeds United-Arsenal,2022-10-16,Matchweek 11,Sun,Home,L,0,1,Arsenal,0,15,4,26.7,0.0,0.0,18.1,0,0,1,1.8,1.1,0.07,-1.8,-1.1,14:00:00
ENG-Premier League,2223,Leeds United,2022-10-20 Leicester City-Leeds United,2022-10-20,Matchweek 12,Thu,Away,L,0,2,Leicester City,0,14,2,14.3,0.0,0.0,18.3,0,0,0,1.3,1.3,0.1,-1.3,-1.3,20:15:00
ENG-Premier League,2223,Leeds United,2022-10-23 Leeds United-Fulham,2022-10-23,Matchweek 13,Sun,Home,L,2,3,Fulham,2,14,5,35.7,0.14,0.4,16.3,0,0,0,1.6,1.6,0.12,0.4,0.4,14:00:00
ENG-Premier League,2223,Leeds United,2022-10-29 Liverpool-Leeds United,2022-10-29,Matchweek 14,Sat,Away,W,2,1,Liverpool,2,14,6,42.9,0.14,0.33,19.4,3,0,0,1.8,1.8,0.13,0.2,0.2,19:45:00
ENG-Premier League,2223,Leeds United,2022-11-05 Leeds United-Bournemouth,2022-11-05,Matchweek 15,Sat,Home,W,4,3,Bournemouth,4,17,3,17.6,0.18,1.0,15.9,0,1,1,2.2,1.4,0.08,1.8,1.6,15:00:00
ENG-Premier League,2223,Leeds United,2022-11-12 Tottenham-Leeds United,2022-11-12,Matchweek 16,Sat,Away,L,3,4,Tottenham,3,12,5,41.7,0.25,0.6,16.2,2,0,0,1.1,1.1,0.09,1.9,1.9,15:00:00
ENG-Premier League,2223,Leeds United,2022-12-28 Leeds United-Manchester City,2022-12-28,Matchweek 17,Wed,Home,L,1,3,Manchester City,1,9,1,11.1,0.11,1.0,19.3,2,0,0,0.6,0.6,0.06,0.4,0.4,20:00:00
ENG-Premier League,2223,Leeds United,2022-12-31 Newcastle Utd-Leeds United,2022-12-31,Matchweek 18,Sat,Away,D,0,0,Newcastle Utd,0,8,1,12.5,0.0,0.0,17.9,1,0,0,0.4,0.4,0.05,-0.4,-0.4,15:00:00
ENG-Premier League,2223,Leeds United,2023-01-04 Leeds United-West Ham,2023-01-04,Matchweek 19,Wed,Home,D,2,2,West Ham,2,14,5,35.7,0.14,0.4,14.0,0,0,0,1.6,1.6,0.12,0.4,0.4,19:45:00
ENG-Premier League,2223,Leeds United,2023-01-13 Aston Villa-Leeds United,2023-01-13,Matchweek 20,Fri,Away,L,1,2,Aston Villa,1,16,3,18.8,0.06,0.33,12.7,0,0,0,2.4,2.4,0.16,-1.4,-1.4,20:00:00
ENG-Premier League,2223,Leeds United,2023-01-22 Leeds United-Brentford,2023-01-22,Matchweek 21,Sun,Home,D,0,0,Brentford,0,9,5,55.6,0.0,0.0,23.2,1,0,0,0.5,0.5,0.05,-0.5,-0.5,14:00:00
ENG-Premier League,2223,Leeds United,2023-02-05 Nott'ham Forest-Leeds United,2023-02-05,Matchweek 22,Sun,Away,L,0,1,Nott'ham Forest,0,10,4,40.0,0.0,0.0,17.1,0,0,0,0.9,0.9,0.09,-0.9,-0.9,14:00:00
ENG-Premier League,2223,Leeds United,2023-02-08 Manchester Utd-Leeds United,2023-02-08,Matchweek 8,Wed,Away,D,2,2,Manchester Utd,1,8,2,25.0,0.13,0.5,18.4,1,0,0,0.6,0.6,0.08,0.4,0.4,20:00:00
ENG-Premier League,2223,Leeds United,2023-02-12 Leeds United-Manchester Utd,2023-02-12,Matchweek 23,Sun,Home,L,0,2,Manchester Utd,0,16,6,37.5,0.0,0.0,11.6,0,0,0,1.8,1.8,0.11,-1.8,-1.8,14:00:00
ENG-Premier League,2223,Leeds United,2023-02-18 Everton-Leeds United,2023-02-18,Matchweek 24,Sat,Away,L,0,1,Everton,0,8,0,0.0,0.0,,18.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,15:00:00
ENG-Premier League,2223,Leeds United,2023-02-25 Leeds United-Southampton,2023-02-25,Matchweek 25,Sat,Home,W,1,0,Southampton,1,14,4,28.6,0.07,0.25,16.2,0,0,0,0.9,0.9,0.06,0.1,0.1,15:00:00
ENG-Premier League,2223,Leeds United,2023-03-04 Chelsea-Leeds United,2023-03-04,Matchweek 26,Sat,Away,L,0,1,Chelsea,0,11,2,18.2,0.0,0.0,13.7,1,0,0,1.0,1.0,0.1,-1.0,-1.0,15:00:00
ENG-Premier League,2223,Leeds United,2023-03-11 Leeds United-Brighton,2023-03-11,Matchweek 27,Sat,Home,D,2,2,Brighton,2,12,4,33.3,0.17,0.5,19.7,0,0,0,0.9,0.9,0.07,1.1,1.1,15:00:00
ENG-Premier League,2223,Leeds United,2023-03-18 Wolves-Leeds United,2023-03-18,Matchweek 28,Sat,Away,W,4,2,Wolves,4,11,4,36.4,0.36,1.0,17.7,2,0,0,1.6,1.6,0.15,2.4,2.4,15:00:00
ENG-Premier League,2223,Leeds United,2023-04-01 Arsenal-Leeds United,2023-04-01,Matchweek 29,Sat,Away,L,1,4,Arsenal,1,7,5,71.4,0.14,0.2,14.3,0,0,0,0.7,0.7,0.1,0.3,0.3,15:00:00
ENG-Premier League,2223,Leeds United,2023-04-04 Leeds United-Nott'ham Forest,2023-04-04,Matchweek 7,Tue,Home,W,2,1,Nott'ham Forest,2,21,6,28.6,0.1,0.33,17.3,0,0,0,1.8,1.8,0.09,0.2,0.2,19:45:00
ENG-Premier League,2223,Leeds United,2023-04-09 Leeds United-Crystal Palace,2023-04-09,Matchweek 30,Sun,Home,L,1,5,Crystal Palace,1,11,7,63.6,0.09,0.14,16.7,1,0,0,0.9,0.9,0.08,0.1,0.1,14:00:00
ENG-Premier League,2223,Leeds United,2023-04-17 Leeds United-Liverpool,2023-04-17,Matchweek 31,Mon,Home,L,1,6,Liverpool,1,13,3,23.1,0.08,0.33,17.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4,20:00:00
ENG-Premier League,2223,Leeds United,2023-04-22 Fulham-Leeds United,2023-04-22,Matchweek 32,Sat,Away,L,1,2,Fulham,0,10,2,20.0,0.0,0.0,16.6,1,0,0,0.8,0.8,0.09,-0.8,-0.8,12:30:00
ENG-Premier League,2223,Leeds United,2023-04-25 Leeds United-Leicester City,2023-04-25,Matchweek 33,Tue,Home,D,1,1,Leicester City,1,13,3,23.1,0.08,0.33,14.9,0,0,0,1.5,1.5,0.13,-0.5,-0.5,20:00:00
ENG-Premier League,2223,Leeds United,2023-04-30 Bournemouth-Leeds United,2023-04-30,Matchweek 34,Sun,Away,L,1,4,Bournemouth,1,15,6,40.0,0.07,0.17,14.8,1,0,0,1.6,1.6,0.11,-0.6,-0.6,14:00:00
ENG-Premier League,2223,Leeds United,2023-05-06 Manchester City-Leeds United,2023-05-06,Matchweek 35,Sat,Away,L,1,2,Manchester City,1,4,2,50.0,0.25,0.5,12.1,0,0,0,0.2,0.2,0.06,0.8,0.8,15:00:00
ENG-Premier League,2223,Leeds United,2023-05-13 Leeds United-Newcastle Utd,2023-05-13,Matchweek 36,Sat,Home,D,2,2,Newcastle Utd,2,8,3,37.5,0.25,0.67,14.9,0,0,1,2.1,1.3,0.18,-0.1,0.7,12:30:00
ENG-Premier League,2223,Leeds United,2023-05-21 West Ham-Leeds United,2023-05-21,Matchweek 37,Sun,Away,L,1,3,West Ham,1,12,3,25.0,0.08,0.33,15.6,0,0,0,0.9,0.9,0.07,0.1,0.1,13:30:00
ENG-Premier League,2223,Leeds United,2023-05-28 Leeds United-Tottenham,2023-05-28,Matchweek 38,Sun,Home,L,1,4,Tottenham,1,19,2,10.5,0.05,0.5,15.8,0,0,0,1.5,1.5,0.08,-0.5,-0.5,16:30:00
ENG-Premier League,2223,Leicester City,2022-08-07 Leicester City-Brentford,2022-08-07,Matchweek 1,Sun,Home,D,2,2,Brentford,2,14,5,35.7,0.14,0.4,23.1,0,0,0,0.6,0.6,0.04,1.4,1.4,14:00:00
ENG-Premier League,2223,Leicester City,2022-08-13 Arsenal-Leicester City,2022-08-13,Matchweek 2,Sat,Away,L,2,4,Arsenal,1,6,2,33.3,0.17,0.5,14.6,0,0,0,0.5,0.5,0.08,0.5,0.5,15:00:00
ENG-Premier League,2223,Leicester City,2022-08-20 Leicester City-Southampton,2022-08-20,Matchweek 3,Sat,Home,L,1,2,Southampton,1,6,1,16.7,0.17,1.0,17.8,1,0,0,0.3,0.3,0.05,0.7,0.7,15:00:00
ENG-Premier League,2223,Leicester City,2022-08-27 Chelsea-Leicester City,2022-08-27,Matchweek 4,Sat,Away,L,1,2,Chelsea,1,17,5,29.4,0.06,0.2,17.9,0,0,0,2.5,2.5,0.15,-1.5,-1.5,15:00:00
ENG-Premier League,2223,Leicester City,2022-09-01 Leicester City-Manchester Utd,2022-09-01,Matchweek 5,Thu,Home,L,0,1,Manchester Utd,0,10,2,20.0,0.0,0.0,23.5,2,0,0,0.7,0.7,0.07,-0.7,-0.7,20:00:00
ENG-Premier League,2223,Leicester City,2022-09-04 Brighton-Leicester City,2022-09-04,Matchweek 6,Sun,Away,L,2,5,Brighton,2,6,4,66.7,0.33,0.5,14.8,0,0,0,1.4,1.4,0.24,0.6,0.6,14:00:00
ENG-Premier League,2223,Leicester City,2022-09-17 Tottenham-Leicester City,2022-09-17,Matchweek 8,Sat,Away,L,2,6,Tottenham,2,18,6,33.3,0.06,0.17,22.7,0,1,1,1.8,1.0,0.05,0.2,0.0,17:30:00
ENG-Premier League,2223,Leicester City,2022-10-03 Leicester City-Nott'ham Forest,2022-10-03,Matchweek 9,Mon,Home,W,4,0,Nott'ham Forest,4,17,7,41.2,0.24,0.57,17.7,1,0,0,1.3,1.3,0.08,2.7,2.7,20:00:00
ENG-Premier League,2223,Leicester City,2022-10-08 Bournemouth-Leicester City,2022-10-08,Matchweek 10,Sat,Away,L,1,2,Bournemouth,1,9,5,55.6,0.11,0.2,13.2,1,0,0,1.0,1.0,0.12,0.0,0.0,15:00:00
ENG-Premier League,2223,Leicester City,2022-10-15 Leicester City-Crystal Palace,2022-10-15,Matchweek 11,Sat,Home,D,0,0,Crystal Palace,0,14,5,35.7,0.0,0.0,19.4,1,0,0,1.0,1.0,0.07,-1.0,-1.0,12:30:00
ENG-Premier League,2223,Leicester City,2022-10-20 Leicester City-Leeds United,2022-10-20,Matchweek 12,Thu,Home,W,2,0,Leeds United,1,5,1,20.0,0.2,1.0,17.7,0,0,0,0.8,0.8,0.16,0.2,0.2,20:15:00
ENG-Premier League,2223,Leicester City,2022-10-23 Wolves-Leicester City,2022-10-23,Matchweek 13,Sun,Away,W,4,0,Wolves,4,5,4,80.0,0.8,1.0,14.7,0,0,0,0.9,0.9,0.18,3.1,3.1,14:00:00
ENG-Premier League,2223,Leicester City,2022-10-29 Leicester City-Manchester City,2022-10-29,Matchweek 14,Sat,Home,L,0,1,Manchester City,0,10,5,50.0,0.0,0.0,16.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7,12:30:00
ENG-Premier League,2223,Leicester City,2022-11-05 Everton-Leicester City,2022-11-05,Matchweek 15,Sat,Away,W,2,0,Everton,2,22,8,36.4,0.09,0.25,17.5,0,0,0,2.3,2.3,0.11,-0.3,-0.3,17:30:00
ENG-Premier League,2223,Leicester City,2022-11-12 West Ham-Leicester City,2022-11-12,Matchweek 16,Sat,Away,W,2,0,West Ham,2,8,5,62.5,0.25,0.4,21.3,0,0,1,1.8,1.0,0.12,0.2,1.0,15:00:00
ENG-Premier League,2223,Leicester City,2022-12-26 Leicester City-Newcastle Utd,2022-12-26,Matchweek 17,Mon,Home,L,0,3,Newcastle Utd,0,8,2,25.0,0.0,0.0,20.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,15:00:00
ENG-Premier League,2223,Leicester City,2022-12-30 Liverpool-Leicester City,2022-12-30,Matchweek 18,Fri,Away,L,1,2,Liverpool,1,7,2,28.6,0.14,0.5,12.1,0,0,0,1.0,1.0,0.14,0.0,0.0,20:00:00
ENG-Premier League,2223,Leicester City,2023-01-03 Leicester City-Fulham,2023-01-03,Matchweek 19,Tue,Home,L,0,1,Fulham,0,15,6,40.0,0.0,0.0,18.9,1,0,0,1.7,1.7,0.11,-1.7,-1.7,19:45:00
ENG-Premier League,2223,Leicester City,2023-01-14 Nott'ham Forest-Leicester City,2023-01-14,Matchweek 20,Sat,Away,L,0,2,Nott'ham Forest,0,6,1,16.7,0.0,0.0,18.0,0,0,0,1.0,1.0,0.17,-1.0,-1.0,15:00:00
ENG-Premier League,2223,Leicester City,2023-01-21 Leicester City-Brighton,2023-01-21,Matchweek 21,Sat,Home,D,2,2,Brighton,2,9,2,22.2,0.22,1.0,12.1,1,0,0,0.9,0.9,0.11,1.1,1.1,15:00:00
ENG-Premier League,2223,Leicester City,2023-02-04 Aston Villa-Leicester City,2023-02-04,Matchweek 22,Sat,Away,W,4,2,Aston Villa,4,9,5,55.6,0.44,0.8,15.3,0,0,0,2.6,2.6,0.29,1.4,1.4,15:00:00
ENG-Premier League,2223,Leicester City,2023-02-11 Leicester City-Tottenham,2023-02-11,Matchweek 23,Sat,Home,W,4,1,Tottenham,4,15,6,40.0,0.27,0.67,15.6,0,0,0,1.7,1.7,0.11,2.3,2.3,15:00:00
ENG-Premier League,2223,Leicester City,2023-02-19 Manchester Utd-Leicester City,2023-02-19,Matchweek 24,Sun,Away,L,0,3,Manchester Utd,0,19,3,15.8,0.0,0.0,19.0,1,0,0,1.6,1.6,0.09,-1.6,-1.6,14:00:00
ENG-Premier League,2223,Leicester City,2023-02-25 Leicester City-Arsenal,2023-02-25,Matchweek 25,Sat,Home,L,0,1,Arsenal,0,1,0,0.0,0.0,,29.4,0,0,0,0.0,0.0,0.02,0.0,0.0,15:00:00
ENG-Premier League,2223,Leicester City,2023-03-04 Southampton-Leicester City,2023-03-04,Matchweek 26,Sat,Away,L,0,1,Southampton,0,11,0,0.0,0.0,,15.8,0,0,0,1.9,1.9,0.18,-1.9,-1.9,17:30:00
ENG-Premier League,2223,Leicester City,2023-03-11 Leicester City-Chelsea,2023-03-11,Matchweek 27,Sat,Home,L,1,3,Chelsea,1,17,6,35.3,0.06,0.17,18.3,1,0,0,2.4,2.4,0.15,-1.4,-1.4,15:00:00
ENG-Premier League,2223,Leicester City,2023-03-18 Brentford-Leicester City,2023-03-18,Matchweek 28,Sat,Away,D,1,1,Brentford,1,14,1,7.1,0.07,1.0,16.8,0,0,0,1.3,1.3,0.1,-0.3,-0.3,15:00:00
ENG-Premier League,2223,Leicester City,2023-04-01 Crystal Palace-Leicester City,2023-04-01,Matchweek 29,Sat,Away,L,1,2,Crystal Palace,1,3,2,66.7,0.33,0.5,13.8,0,0,0,0.2,0.2,0.07,0.8,0.8,15:00:00
ENG-Premier League,2223,Leicester City,2023-04-04 Leicester City-Aston Villa,2023-04-04,Matchweek 7,Tue,Home,L,1,2,Aston Villa,1,9,4,44.4,0.11,0.25,16.7,1,0,0,0.5,0.5,0.05,0.5,0.5,19:45:00
ENG-Premier League,2223,Leicester City,2023-04-08 Leicester City-Bournemouth,2023-04-08,Matchweek 30,Sat,Home,L,0,1,Bournemouth,0,14,4,28.6,0.0,0.0,16.9,0,0,0,0.7,0.7,0.05,-0.7,-0.7,15:00:00
ENG-Premier League,2223,Leicester City,2023-04-15 Manchester City-Leicester City,2023-04-15,Matchweek 31,Sat,Away,L,1,3,Manchester City,1,11,4,36.4,0.09,0.25,14.3,0,0,0,2.3,2.3,0.22,-1.3,-1.3,17:30:00
ENG-Premier League,2223,Leicester City,2023-04-22 Leicester City-Wolves,2023-04-22,Matchweek 32,Sat,Home,W,2,1,Wolves,2,14,6,42.9,0.07,0.17,19.0,0,1,1,2.4,1.6,0.12,-0.4,-0.6,15:00:00
ENG-Premier League,2223,Leicester City,2023-04-25 Leeds United-Leicester City,2023-04-25,Matchweek 33,Tue,Away,D,1,1,Leeds United,1,15,3,20.0,0.07,0.33,13.4,1,0,0,2.1,2.1,0.15,-1.1,-1.1,20:00:00
ENG-Premier League,2223,Leicester City,2023-05-01 Leicester City-Everton,2023-05-01,Matchweek 34,Mon,Home,D,2,2,Everton,2,14,4,28.6,0.14,0.5,18.9,0,0,1,3.4,2.6,0.19,-1.4,-0.6,20:00:00
ENG-Premier League,2223,Leicester City,2023-05-08 Fulham-Leicester City,2023-05-08,Matchweek 35,Mon,Away,L,3,5,Fulham,3,16,7,43.8,0.13,0.29,20.9,2,1,2,2.8,1.2,0.07,0.2,0.8,15:00:00
ENG-Premier League,2223,Leicester City,2023-05-15 Leicester City-Liverpool,2023-05-15,Matchweek 36,Mon,Home,L,0,3,Liverpool,0,4,4,100.0,0.0,0.0,13.4,0,0,0,0.4,0.4,0.1,-0.4,-0.4,20:00:00
ENG-Premier League,2223,Leicester City,2023-05-22 Newcastle Utd-Leicester City,2023-05-22,Matchweek 37,Mon,Away,D,0,0,Newcastle Utd,0,1,1,100.0,0.0,0.0,11.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,20:00:00
ENG-Premier League,2223,Leicester City,2023-05-28 Leicester City-West Ham,2023-05-28,Matchweek 38,Sun,Home,W,2,1,West Ham,2,13,4,30.8,0.15,0.5,17.5,0,0,0,1.4,1.4,0.11,0.6,0.6,16:30:00
ENG-Premier League,2223,Liverpool,2022-08-06 Fulham-Liverpool,2022-08-06,Matchweek 1,Sat,Away,D,2,2,Fulham,2,11,3,27.3,0.18,0.67,12.4,0,0,0,1.2,1.2,0.11,0.8,0.8,12:30:00
ENG-Premier League,2223,Liverpool,2022-08-15 Liverpool-Crystal Palace,2022-08-15,Matchweek 2,Mon,Home,D,1,1,Crystal Palace,1,24,4,16.7,0.04,0.25,17.4,0,0,0,2.0,2.0,0.09,-1.0,-1.0,20:00:00
ENG-Premier League,2223,Liverpool,2022-08-22 Manchester Utd-Liverpool,2022-08-22,Matchweek 3,Mon,Away,L,1,2,Manchester Utd,1,17,5,29.4,0.06,0.2,14.4,0,0,0,1.3,1.3,0.08,-0.3,-0.3,20:00:00
ENG-Premier League,2223,Liverpool,2022-08-27 Liverpool-Bournemouth,2022-08-27,Matchweek 4,Sat,Home,W,9,0,Bournemouth,8,19,12,63.2,0.42,0.67,11.6,0,0,0,3.3,3.3,0.18,4.7,4.7,15:00:00
ENG-Premier League,2223,Liverpool,2022-08-31 Liverpool-Newcastle Utd,2022-08-31,Matchweek 5,Wed,Home,W,2,1,Newcastle Utd,2,23,6,26.1,0.09,0.33,17.8,0,0,0,1.5,1.5,0.07,0.5,0.5,20:00:00
ENG-Premier League,2223,Liverpool,2022-09-03 Everton-Liverpool,2022-09-03,Matchweek 6,Sat,Away,D,0,0,Everton,0,23,8,34.8,0.0,0.0,13.1,0,0,0,2.1,2.1,0.1,-2.1,-2.1,12:30:00
ENG-Premier League,2223,Liverpool,2022-10-01 Liverpool-Brighton,2022-10-01,Matchweek 9,Sat,Home,D,3,3,Brighton,2,15,7,46.7,0.13,0.29,16.8,1,0,0,1.5,1.5,0.1,0.5,0.5,15:00:00
ENG-Premier League,2223,Liverpool,2022-10-09 Arsenal-Liverpool,2022-10-09,Matchweek 10,Sun,Away,L,2,3,Arsenal,2,8,3,37.5,0.25,0.67,18.0,0,0,0,1.1,1.1,0.14,0.9,0.9,16:30:00
ENG-Premier League,2223,Liverpool,2022-10-16 Liverpool-Manchester City,2022-10-16,Matchweek 11,Sun,Home,W,1,0,Manchester City,1,13,2,15.4,0.08,0.5,17.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,16:30:00
ENG-Premier League,2223,Liverpool,2022-10-19 Liverpool-West Ham,2022-10-19,Matchweek 12,Wed,Home,W,1,0,West Ham,1,22,7,31.8,0.05,0.14,17.5,0,0,0,1.7,1.7,0.08,-0.7,-0.7,19:30:00
ENG-Premier League,2223,Liverpool,2022-10-22 Nott'ham Forest-Liverpool,2022-10-22,Matchweek 13,Sat,Away,L,0,1,Nott'ham Forest,0,15,7,46.7,0.0,0.0,10.4,0,0,0,1.6,1.6,0.11,-1.6,-1.6,12:30:00
ENG-Premier League,2223,Liverpool,2022-10-29 Liverpool-Leeds United,2022-10-29,Matchweek 14,Sat,Home,L,1,2,Leeds United,1,22,10,45.5,0.05,0.1,16.4,0,0,0,1.7,1.7,0.08,-0.7,-0.7,19:45:00
ENG-Premier League,2223,Liverpool,2022-11-06 Tottenham-Liverpool,2022-11-06,Matchweek 15,Sun,Away,W,2,1,Tottenham,2,13,6,46.2,0.15,0.33,21.2,0,0,0,1.2,1.2,0.09,0.8,0.8,16:30:00
ENG-Premier League,2223,Liverpool,2022-11-12 Liverpool-Southampton,2022-11-12,Matchweek 16,Sat,Home,W,3,1,Southampton,3,15,7,46.7,0.2,0.43,12.4,0,0,0,1.9,1.9,0.13,1.1,1.1,15:00:00
ENG-Premier League,2223,Liverpool,2022-12-26 Aston Villa-Liverpool,2022-12-26,Matchweek 17,Mon,Away,W,3,1,Aston Villa,3,16,9,56.3,0.19,0.33,17.0,0,0,0,2.7,2.7,0.17,0.3,0.3,17:30:00
ENG-Premier League,2223,Liverpool,2022-12-30 Liverpool-Leicester City,2022-12-30,Matchweek 18,Fri,Home,W,2,1,Leicester City,0,21,5,23.8,0.0,0.0,18.4,1,0,0,2.2,2.2,0.11,-2.2,-2.2,20:00:00
ENG-Premier League,2223,Liverpool,2023-01-02 Brentford-Liverpool,2023-01-02,Matchweek 19,Mon,Away,L,1,3,Brentford,1,16,5,31.3,0.06,0.2,15.3,0,0,0,2.0,2.0,0.12,-1.0,-1.0,17:30:00
ENG-Premier League,2223,Liverpool,2023-01-14 Brighton-Liverpool,2023-01-14,Matchweek 20,Sat,Away,L,0,3,Brighton,0,6,2,33.3,0.0,0.0,12.8,0,0,0,1.0,1.0,0.17,-1.0,-1.0,15:00:00
ENG-Premier League,2223,Liverpool,2023-01-21 Liverpool-Chelsea,2023-01-21,Matchweek 21,Sat,Home,D,0,0,Chelsea,0,15,3,20.0,0.0,0.0,15.5,0,0,0,1.4,1.4,0.09,-1.4,-1.4,12:30:00
ENG-Premier League,2223,Liverpool,2023-02-04 Wolves-Liverpool,2023-02-04,Matchweek 22,Sat,Away,L,0,3,Wolves,0,22,2,9.1,0.0,0.0,19.5,1,0,0,1.8,1.8,0.09,-1.8,-1.8,15:00:00
