,,,,date,round,day,venue,result,GF,GA,opponent,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,time
ENG-Premier League,1920,Liverpool,2020-06-21 Everton-Liverpool,2020-06-21,Matchweek 30,Sun,Away,D,0,0,Everton,16,12,3,8,5,6,13,46.2,7,9,2,7,10,26,3,0,19:00:00
ENG-Premier League,1920,Liverpool,2020-06-24 Liverpool-Crystal Palace,2020-06-24,Matchweek 31,Wed,Home,W,4,0,Crystal Palace,17,10,5,8,4,4,14,28.6,10,8,0,8,15,32,1,1,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-02 Manchester City-Liverpool,2020-07-02,Matchweek 32,Thu,Away,L,0,4,Manchester City,13,8,8,3,2,4,13,30.8,9,11,3,8,15,28,8,1,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-05 Liverpool-Aston Villa,2020-07-05,Matchweek 33,Sun,Home,W,2,0,Aston Villa,7,4,2,4,1,3,12,25.0,9,8,2,6,5,12,18,0,16:30:00
ENG-Premier League,1920,Liverpool,2020-07-08 Brighton-Liverpool,2020-07-08,Matchweek 34,Wed,Away,W,3,1,Brighton,11,4,4,5,2,3,12,25.0,9,9,3,6,11,22,21,1,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-11 Liverpool-Burnley,2020-07-11,Matchweek 35,Sat,Home,D,1,1,Burnley,10,6,4,3,3,4,8,50.0,4,3,2,1,6,16,17,1,15:00:00
ENG-Premier League,1920,Liverpool,2020-07-15 Arsenal-Liverpool,2020-07-15,Matchweek 36,Wed,Away,L,1,2,Arsenal,12,10,3,5,4,8,15,53.3,7,6,0,6,10,22,4,2,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-22 Liverpool-Chelsea,2020-07-22,Matchweek 37,Wed,Home,W,5,3,Chelsea,19,8,6,9,4,8,19,42.1,11,6,0,6,5,24,16,0,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-26 Newcastle Utd-Liverpool,2020-07-26,Matchweek 38,Sun,Away,W,3,1,Newcastle Utd,12,5,0,9,3,3,6,50.0,3,5,0,5,8,20,10,0,16:00:00
ENG-Premier League,1920,Manchester City,2019-08-10 West Ham-Manchester City,2019-08-10,Matchweek 1,Sat,Away,W,5,0,West Ham,18,13,8,9,1,4,12,33.3,8,8,0,8,13,31,13,0,12:30:00
ENG-Premier League,1920,Manchester City,2019-08-17 Manchester City-Tottenham,2019-08-17,Matchweek 2,Sat,Home,D,2,2,Tottenham,15,7,3,6,6,5,20,25.0,15,12,0,12,10,25,10,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-08-25 Bournemouth-Manchester City,2019-08-25,Matchweek 3,Sun,Away,W,3,1,Bournemouth,16,12,4,6,6,7,13,53.8,6,5,1,4,8,24,18,2,14:00:00
ENG-Premier League,1920,Manchester City,2019-08-31 Manchester City-Brighton,2019-08-31,Matchweek 4,Sat,Home,W,4,0,Brighton,15,7,1,8,6,4,12,33.3,8,10,4,6,10,25,18,0,15:00:00
ENG-Premier League,1920,Manchester City,2019-09-14 Norwich City-Manchester City,2019-09-14,Matchweek 5,Sat,Away,L,2,3,Norwich City,15,9,4,10,1,9,17,52.9,8,13,1,12,7,22,7,2,17:30:00
ENG-Premier League,1920,Manchester City,2019-09-21 Manchester City-Watford,2019-09-21,Matchweek 6,Sat,Home,W,8,0,Watford,18,12,9,5,4,11,18,61.1,7,5,1,4,6,24,5,0,15:00:00
ENG-Premier League,1920,Manchester City,2019-09-28 Everton-Manchester City,2019-09-28,Matchweek 7,Sat,Away,W,3,1,Everton,15,7,8,5,2,6,20,30.0,14,10,1,9,8,23,21,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-10-06 Manchester City-Wolves,2019-10-06,Matchweek 8,Sun,Home,L,0,2,Wolves,14,7,5,3,6,9,19,47.4,10,8,2,6,11,25,5,1,14:00:00
ENG-Premier League,1920,Manchester City,2019-10-19 Crystal Palace-Manchester City,2019-10-19,Matchweek 9,Sat,Away,W,2,0,Crystal Palace,11,6,7,4,0,2,13,15.4,11,8,2,6,6,17,12,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-10-26 Manchester City-Aston Villa,2019-10-26,Matchweek 10,Sat,Home,W,3,0,Aston Villa,13,6,3,6,4,6,16,37.5,10,12,4,8,9,22,19,1,12:30:00
ENG-Premier League,1920,Manchester City,2019-11-02 Manchester City-Southampton,2019-11-02,Matchweek 11,Sat,Home,W,2,1,Southampton,9,8,3,2,4,5,20,25.0,15,5,0,5,3,12,5,1,15:00:00
ENG-Premier League,1920,Manchester City,2019-11-10 Liverpool-Manchester City,2019-11-10,Matchweek 12,Sun,Away,L,1,3,Liverpool,15,10,9,5,1,9,22,40.9,13,9,2,7,10,25,24,0,16:30:00
ENG-Premier League,1920,Manchester City,2019-11-23 Manchester City-Chelsea,2019-11-23,Matchweek 13,Sat,Home,W,2,1,Chelsea,15,10,5,8,2,6,22,27.3,16,8,3,5,10,25,12,1,17:30:00
ENG-Premier League,1920,Manchester City,2019-11-30 Newcastle Utd-Manchester City,2019-11-30,Matchweek 14,Sat,Away,D,2,2,Newcastle Utd,12,7,4,7,1,4,19,21.1,15,5,0,5,9,21,10,0,12:30:00
ENG-Premier League,1920,Manchester City,2019-12-03 Burnley-Manchester City,2019-12-03,Matchweek 15,Tue,Away,W,4,1,Burnley,8,5,5,2,1,5,9,55.6,4,3,0,3,6,14,20,0,20:15:00
ENG-Premier League,1920,Manchester City,2019-12-07 Manchester City-Manchester Utd,2019-12-07,Matchweek 16,Sat,Home,L,1,2,Manchester Utd,14,7,3,9,2,7,14,50.0,7,11,2,9,14,28,9,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-12-15 Arsenal-Manchester City,2019-12-15,Matchweek 17,Sun,Away,W,3,0,Arsenal,21,11,9,8,4,12,22,54.5,10,6,1,5,10,31,22,0,16:30:00
ENG-Premier League,1920,Manchester City,2019-12-21 Manchester City-Leicester City,2019-12-21,Matchweek 18,Sat,Home,W,3,1,Leicester City,19,10,4,8,7,10,18,55.6,8,6,0,6,10,29,3,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-12-27 Wolves-Manchester City,2019-12-27,Matchweek 19,Fri,Away,L,2,3,Wolves,16,6,10,5,1,8,26,30.8,18,8,6,2,14,30,37,2,19:45:00
ENG-Premier League,1920,Manchester City,2019-12-29 Manchester City-Sheffield Utd,2019-12-29,Matchweek 20,Sun,Home,W,2,0,Sheffield Utd,10,8,7,3,0,4,13,30.8,9,12,2,10,3,13,10,0,18:00:00
ENG-Premier League,1920,Manchester City,2020-01-01 Manchester City-Everton,2020-01-01,Matchweek 21,Wed,Home,W,2,1,Everton,10,8,6,2,2,5,15,33.3,10,10,2,8,16,26,15,1,17:30:00
ENG-Premier League,1920,Manchester City,2020-01-12 Aston Villa-Manchester City,2020-01-12,Matchweek 22,Sun,Away,W,6,1,Aston Villa,16,8,10,5,1,9,26,34.6,17,11,2,9,8,24,5,0,16:30:00
ENG-Premier League,1920,Manchester City,2020-01-18 Manchester City-Crystal Palace,2020-01-18,Matchweek 23,Sat,Home,D,2,2,Crystal Palace,13,6,4,4,5,6,20,30.0,14,3,1,2,9,22,3,0,15:00:00
ENG-Premier League,1920,Manchester City,2020-01-21 Sheffield Utd-Manchester City,2020-01-21,Matchweek 24,Tue,Away,W,1,0,Sheffield Utd,8,5,6,2,0,2,11,18.2,9,7,1,6,11,19,25,0,19:30:00
ENG-Premier League,1920,Manchester City,2020-02-02 Tottenham-Manchester City,2020-02-02,Matchweek 25,Sun,Away,L,0,2,Tottenham,15,9,7,6,2,6,15,40.0,9,5,0,5,12,27,14,0,16:30:00
ENG-Premier League,1920,Manchester City,2020-02-19 Manchester City-West Ham,2020-02-19,Matchweek 26,Wed,Home,W,2,0,West Ham,11,7,6,3,2,4,12,33.3,8,5,1,4,7,18,12,0,19:30:00
ENG-Premier League,1920,Manchester City,2020-02-22 Leicester City-Manchester City,2020-02-22,Matchweek 27,Sat,Away,W,1,0,Leicester City,15,11,7,5,3,8,26,30.8,18,9,3,6,15,30,14,0,17:30:00
ENG-Premier League,1920,Manchester City,2020-03-08 Manchester Utd-Manchester City,2020-03-08,Matchweek 29,Sun,Away,L,0,2,Manchester Utd,15,5,4,9,2,11,23,47.8,12,6,4,2,8,23,9,3,16:30:00
ENG-Premier League,1920,Manchester City,2020-06-17 Manchester City-Arsenal,2020-06-17,Matchweek 28,Wed,Home,W,3,0,Arsenal,7,3,0,6,1,2,5,40.0,3,4,0,4,13,20,7,1,20:15:00
ENG-Premier League,1920,Manchester City,2020-06-22 Manchester City-Burnley,2020-06-22,Matchweek 30,Mon,Home,W,5,0,Burnley,12,8,6,5,1,6,14,42.9,8,3,0,3,2,14,8,0,20:00:00
ENG-Premier League,1920,Manchester City,2020-06-25 Chelsea-Manchester City,2020-06-25,Matchweek 31,Thu,Away,L,1,2,Chelsea,7,5,3,3,1,2,12,16.7,10,10,4,6,5,12,8,2,20:15:00
ENG-Premier League,1920,Manchester City,2020-07-02 Manchester City-Liverpool,2020-07-02,Matchweek 32,Thu,Home,W,4,0,Liverpool,10,7,8,2,0,4,9,44.4,5,8,5,3,8,18,20,2,20:15:00
ENG-Premier League,1920,Manchester City,2020-07-05 Southampton-Manchester City,2020-07-05,Matchweek 33,Sun,Away,L,0,1,Southampton,16,10,6,5,5,8,14,57.1,6,4,1,3,9,25,12,1,19:00:00
ENG-Premier League,1920,Manchester City,2020-07-08 Manchester City-Newcastle Utd,2020-07-08,Matchweek 34,Wed,Home,W,5,0,Newcastle Utd,5,1,2,3,0,0,8,0.0,8,12,5,7,15,20,11,0,18:00:00
ENG-Premier League,1920,Manchester City,2020-07-11 Brighton-Manchester City,2020-07-11,Matchweek 35,Sat,Away,W,5,0,Brighton,16,13,5,6,5,7,11,63.6,4,8,0,8,12,28,9,0,20:00:00
ENG-Premier League,1920,Manchester City,2020-07-15 Manchester City-Bournemouth,2020-07-15,Matchweek 36,Wed,Home,W,2,1,Bournemouth,15,9,6,7,2,8,17,47.1,9,10,5,5,8,23,27,1,18:00:00
ENG-Premier League,1920,Manchester City,2020-07-21 Watford-Manchester City,2020-07-21,Matchweek 37,Tue,Away,W,4,0,Watford,22,10,6,11,5,7,16,43.8,9,5,0,5,7,29,11,0,18:00:00
ENG-Premier League,1920,Manchester City,2020-07-26 Manchester City-Norwich City,2020-07-26,Matchweek 38,Sun,Home,W,5,0,Norwich City,12,8,1,7,4,2,6,33.3,4,8,0,8,10,22,5,0,16:00:00
ENG-Premier League,1920,Manchester Utd,2019-08-11 Manchester Utd-Chelsea,2019-08-11,Matchweek 1,Sun,Home,W,4,0,Chelsea,16,10,6,6,4,11,24,45.8,13,14,4,10,12,28,20,0,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-08-19 Wolves-Manchester Utd,2019-08-19,Matchweek 2,Mon,Away,D,1,1,Wolves,23,15,8,12,3,12,21,57.1,9,5,1,4,5,28,16,0,20:00:00
ENG-Premier League,1920,Manchester Utd,2019-08-24 Manchester Utd-Crystal Palace,2019-08-24,Matchweek 3,Sat,Home,L,1,2,Crystal Palace,9,4,4,3,2,3,12,25.0,9,5,1,4,6,15,8,0,15:00:00
ENG-Premier League,1920,Manchester Utd,2019-08-31 Southampton-Manchester Utd,2019-08-31,Matchweek 4,Sat,Away,D,1,1,Southampton,19,11,12,6,1,10,16,62.5,6,9,3,6,7,26,17,0,12:30:00
ENG-Premier League,1920,Manchester Utd,2019-09-14 Manchester Utd-Leicester City,2019-09-14,Matchweek 5,Sat,Home,W,1,0,Leicester City,19,11,10,5,4,11,23,47.8,12,3,1,2,12,31,35,1,15:00:00
ENG-Premier League,1920,Manchester Utd,2019-09-22 West Ham-Manchester Utd,2019-09-22,Matchweek 6,Sun,Away,L,0,2,West Ham,13,9,8,4,1,2,6,33.3,4,6,1,5,5,18,21,0,14:00:00
ENG-Premier League,1920,Manchester Utd,2019-09-30 Manchester Utd-Arsenal,2019-09-30,Matchweek 7,Mon,Home,D,1,1,Arsenal,15,6,4,7,4,8,16,50.0,8,8,2,6,11,26,8,1,20:00:00
ENG-Premier League,1920,Manchester Utd,2019-10-06 Newcastle Utd-Manchester Utd,2019-10-06,Matchweek 8,Sun,Away,L,0,1,Newcastle Utd,11,6,5,6,0,6,17,35.3,11,10,5,5,8,19,7,0,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-10-20 Manchester Utd-Liverpool,2019-10-20,Matchweek 9,Sun,Home,D,1,1,Liverpool,10,3,4,4,2,4,9,44.4,5,6,1,5,11,21,30,0,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-10-27 Norwich City-Manchester Utd,2019-10-27,Matchweek 10,Sun,Away,W,3,1,Norwich City,24,13,8,12,4,10,23,43.5,13,11,2,9,6,30,15,1,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-11-02 Bournemouth-Manchester Utd,2019-11-02,Matchweek 11,Sat,Away,L,0,1,Bournemouth,18,11,9,7,2,8,13,61.5,5,15,3,12,12,30,12,0,12:30:00
ENG-Premier League,1920,Manchester Utd,2019-11-10 Manchester Utd-Brighton,2019-11-10,Matchweek 12,Sun,Home,W,3,1,Brighton,24,14,13,8,3,7,16,43.8,9,7,1,6,10,34,15,0,14:00:00
ENG-Premier League,1920,Manchester Utd,2019-11-24 Sheffield Utd-Manchester Utd,2019-11-24,Matchweek 13,Sun,Away,D,3,3,Sheffield Utd,10,6,7,2,1,4,12,33.3,8,9,1,8,9,19,28,1,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-01 Manchester Utd-Aston Villa,2019-12-01,Matchweek 14,Sun,Home,D,2,2,Aston Villa,6,3,1,4,1,4,14,28.6,10,7,1,6,10,16,19,0,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-04 Manchester Utd-Tottenham,2019-12-04,Matchweek 15,Wed,Home,W,2,1,Tottenham,20,12,5,12,3,8,30,26.7,22,11,2,9,16,36,18,0,19:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-07 Manchester City-Manchester Utd,2019-12-07,Matchweek 16,Sat,Away,W,2,1,Manchester City,18,12,12,3,3,5,19,26.3,14,18,10,8,11,29,46,0,17:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-15 Manchester Utd-Everton,2019-12-15,Matchweek 17,Sun,Home,D,1,1,Everton,14,11,10,3,1,9,13,69.2,4,6,0,6,7,21,20,1,14:00:00
ENG-Premier League,1920,Manchester Utd,2019-12-22 Watford-Manchester Utd,2019-12-22,Matchweek 18,Sun,Away,L,0,2,Watford,18,8,11,5,2,10,23,43.5,13,9,4,5,9,27,22,1,14:00:00
ENG-Premier League,1920,Manchester Utd,2019-12-26 Manchester Utd-Newcastle Utd,2019-12-26,Matchweek 19,Thu,Home,W,4,1,Newcastle Utd,17,12,6,7,4,7,17,41.2,10,10,0,10,10,27,2,0,17:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-28 Burnley-Manchester Utd,2019-12-28,Matchweek 20,Sat,Away,W,2,0,Burnley,6,3,0,6,0,1,8,12.5,7,6,2,4,2,8,23,0,19:45:00
ENG-Premier League,1920,Manchester Utd,2020-01-01 Arsenal-Manchester Utd,2020-01-01,Matchweek 21,Wed,Away,L,0,2,Arsenal,12,5,5,4,3,6,19,31.6,13,7,1,6,10,22,8,1,20:00:00
ENG-Premier League,1920,Manchester Utd,2020-01-11 Manchester Utd-Norwich City,2020-01-11,Matchweek 22,Sat,Home,W,4,0,Norwich City,21,12,5,10,6,7,26,26.9,19,15,3,12,14,35,10,0,15:00:00
ENG-Premier League,1920,Manchester Utd,2020-01-19 Liverpool-Manchester Utd,2020-01-19,Matchweek 23,Sun,Away,L,0,2,Liverpool,16,8,11,3,2,9,25,36.0,16,11,5,6,13,29,34,0,16:30:00
ENG-Premier League,1920,Manchester Utd,2020-01-22 Manchester Utd-Burnley,2020-01-22,Matchweek 24,Wed,Home,L,0,2,Burnley,10,8,6,4,0,3,4,75.0,1,3,1,2,7,17,14,0,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-02-01 Manchester Utd-Wolves,2020-02-01,Matchweek 25,Sat,Home,D,0,0,Wolves,19,11,11,7,1,11,27,40.7,16,12,6,6,5,24,13,0,17:30:00
ENG-Premier League,1920,Manchester Utd,2020-02-17 Chelsea-Manchester Utd,2020-02-17,Matchweek 26,Mon,Away,W,2,0,Chelsea,12,6,4,5,3,5,15,33.3,10,20,10,10,15,27,29,0,20:00:00
ENG-Premier League,1920,Manchester Utd,2020-02-23 Manchester Utd-Watford,2020-02-23,Matchweek 27,Sun,Home,W,3,0,Watford,21,10,10,9,2,11,18,61.1,7,11,3,8,18,39,16,0,14:00:00
ENG-Premier League,1920,Manchester Utd,2020-03-01 Everton-Manchester Utd,2020-03-01,Matchweek 28,Sun,Away,D,1,1,Everton,16,11,13,1,2,3,15,20.0,12,12,4,8,7,23,28,2,14:00:00
ENG-Premier League,1920,Manchester Utd,2020-03-08 Manchester Utd-Manchester City,2020-03-08,Matchweek 29,Sun,Home,W,2,0,Manchester City,19,9,11,8,0,8,26,30.8,18,8,0,8,17,36,37,1,16:30:00
ENG-Premier League,1920,Manchester Utd,2020-06-19 Tottenham-Manchester Utd,2020-06-19,Matchweek 30,Fri,Away,D,1,1,Tottenham,16,8,5,9,2,11,21,52.4,10,11,3,8,15,31,19,0,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-06-24 Manchester Utd-Sheffield Utd,2020-06-24,Matchweek 31,Wed,Home,W,3,0,Sheffield Utd,7,3,2,4,1,2,6,33.3,4,4,2,2,8,15,19,0,18:00:00
ENG-Premier League,1920,Manchester Utd,2020-06-30 Brighton-Manchester Utd,2020-06-30,Matchweek 32,Tue,Away,W,3,0,Brighton,16,12,9,6,1,7,14,50.0,7,7,1,6,5,21,15,0,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-07-04 Manchester Utd-Bournemouth,2020-07-04,Matchweek 33,Sat,Home,W,5,2,Bournemouth,16,9,6,8,2,8,14,57.1,6,6,1,5,13,29,9,1,15:00:00
ENG-Premier League,1920,Manchester Utd,2020-07-09 Aston Villa-Manchester Utd,2020-07-09,Matchweek 34,Thu,Away,W,3,0,Aston Villa,11,5,6,3,2,5,12,41.7,7,9,3,6,12,23,11,1,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-07-13 Manchester Utd-Southampton,2020-07-13,Matchweek 35,Mon,Home,D,2,2,Southampton,13,7,4,7,2,4,13,30.8,9,10,1,9,10,23,24,1,20:00:00
ENG-Premier League,1920,Manchester Utd,2020-07-16 Crystal Palace-Manchester Utd,2020-07-16,Matchweek 36,Thu,Away,W,2,0,Crystal Palace,14,11,8,5,1,6,20,30.0,14,15,4,11,14,28,13,0,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-07-22 Manchester Utd-West Ham,2020-07-22,Matchweek 37,Wed,Home,D,1,1,West Ham,9,6,2,6,1,0,10,0.0,10,12,2,10,8,17,12,0,18:00:00
ENG-Premier League,1920,Manchester Utd,2020-07-26 Leicester City-Manchester Utd,2020-07-26,Matchweek 38,Sun,Away,W,2,0,Leicester City,21,12,6,10,5,8,17,47.1,9,12,4,8,9,30,10,1,16:00:00
ENG-Premier League,1920,Newcastle Utd,2019-08-11 Newcastle Utd-Arsenal,2019-08-11,Matchweek 1,Sun,Home,L,0,1,Arsenal,26,17,19,7,0,13,25,52.0,12,9,2,7,20,46,17,0,14:00:00
ENG-Premier League,1920,Newcastle Utd,2019-08-17 Norwich City-Newcastle Utd,2019-08-17,Matchweek 2,Sat,Away,L,1,3,Norwich City,14,10,5,6,3,4,15,26.7,11,17,4,13,11,25,13,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-08-25 Tottenham-Newcastle Utd,2019-08-25,Matchweek 3,Sun,Away,W,1,0,Tottenham,15,10,13,2,0,5,17,29.4,12,17,7,10,11,26,56,0,16:30:00
ENG-Premier League,1920,Newcastle Utd,2019-08-31 Newcastle Utd-Watford,2019-08-31,Matchweek 4,Sat,Home,D,1,1,Watford,11,3,5,4,2,4,11,36.4,7,11,4,7,12,23,16,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-09-14 Liverpool-Newcastle Utd,2019-09-14,Matchweek 5,Sat,Away,L,1,3,Liverpool,20,11,11,8,1,8,18,44.4,10,13,4,9,11,31,36,1,12:30:00
ENG-Premier League,1920,Newcastle Utd,2019-09-21 Newcastle Utd-Brighton,2019-09-21,Matchweek 6,Sat,Home,D,0,0,Brighton,18,11,11,6,1,6,12,50.0,6,19,6,13,11,29,23,0,17:30:00
ENG-Premier League,1920,Newcastle Utd,2019-09-29 Leicester City-Newcastle Utd,2019-09-29,Matchweek 7,Sun,Away,L,0,5,Leicester City,17,11,11,4,2,10,16,62.5,6,7,3,4,12,29,27,0,16:30:00
ENG-Premier League,1920,Newcastle Utd,2019-10-06 Newcastle Utd-Manchester Utd,2019-10-06,Matchweek 8,Sun,Home,W,1,0,Manchester Utd,12,10,9,3,0,7,10,70.0,3,10,3,7,14,26,17,0,16:30:00
ENG-Premier League,1920,Newcastle Utd,2019-10-19 Chelsea-Newcastle Utd,2019-10-19,Matchweek 9,Sat,Away,L,0,1,Chelsea,12,7,9,3,0,4,18,22.2,14,12,5,7,6,18,32,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-10-27 Newcastle Utd-Wolves,2019-10-27,Matchweek 10,Sun,Home,D,1,1,Wolves,13,9,8,5,0,5,16,31.3,11,6,3,3,5,18,29,1,14:00:00
ENG-Premier League,1920,Newcastle Utd,2019-11-02 West Ham-Newcastle Utd,2019-11-02,Matchweek 11,Sat,Away,W,3,2,West Ham,18,12,11,7,0,12,23,52.2,11,8,4,4,10,28,44,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-11-09 Newcastle Utd-Bournemouth,2019-11-09,Matchweek 12,Sat,Home,W,2,1,Bournemouth,18,8,10,4,4,12,21,57.1,9,10,5,5,8,26,33,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-11-25 Aston Villa-Newcastle Utd,2019-11-25,Matchweek 13,Mon,Away,L,0,2,Aston Villa,15,7,8,4,3,8,16,50.0,8,8,3,5,9,24,28,0,20:00:00
ENG-Premier League,1920,Newcastle Utd,2019-11-30 Newcastle Utd-Manchester City,2019-11-30,Matchweek 14,Sat,Home,D,2,2,Manchester City,18,8,14,3,1,5,15,33.3,10,11,7,4,17,35,41,0,12:30:00
ENG-Premier League,1920,Newcastle Utd,2019-12-05 Sheffield Utd-Newcastle Utd,2019-12-05,Matchweek 15,Thu,Away,W,2,0,Sheffield Utd,14,9,8,4,2,5,11,45.5,6,9,3,6,10,24,46,0,19:30:00
ENG-Premier League,1920,Newcastle Utd,2019-12-08 Newcastle Utd-Southampton,2019-12-08,Matchweek 16,Sun,Home,W,2,1,Southampton,16,6,14,2,0,7,16,43.8,9,10,5,5,18,34,26,1,14:00:00
ENG-Premier League,1920,Newcastle Utd,2019-12-14 Burnley-Newcastle Utd,2019-12-14,Matchweek 17,Sat,Away,L,0,1,Burnley,17,8,10,6,1,10,18,55.6,8,8,1,7,7,24,16,1,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-12-21 Newcastle Utd-Crystal Palace,2019-12-21,Matchweek 18,Sat,Home,W,1,0,Crystal Palace,25,14,13,12,0,16,32,50.0,16,12,5,7,12,37,17,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-12-26 Manchester Utd-Newcastle Utd,2019-12-26,Matchweek 19,Thu,Away,L,1,4,Manchester Utd,20,13,15,4,1,9,22,40.9,13,12,4,8,10,30,22,3,17:30:00
ENG-Premier League,1920,Newcastle Utd,2019-12-28 Newcastle Utd-Everton,2019-12-28,Matchweek 20,Sat,Home,L,1,2,Everton,14,7,9,5,0,7,16,43.8,9,11,6,5,9,23,27,1,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-01-01 Newcastle Utd-Leicester City,2020-01-01,Matchweek 21,Wed,Home,L,0,3,Leicester City,15,9,6,8,1,6,11,54.5,5,11,2,9,10,25,21,2,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-01-11 Wolves-Newcastle Utd,2020-01-11,Matchweek 22,Sat,Away,D,1,1,Wolves,15,11,7,6,2,10,23,43.5,13,11,3,8,7,22,39,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-01-18 Newcastle Utd-Chelsea,2020-01-18,Matchweek 23,Sat,Home,W,1,0,Chelsea,13,7,9,3,1,4,11,36.4,7,16,9,7,11,24,42,0,17:30:00
ENG-Premier League,1920,Newcastle Utd,2020-01-21 Everton-Newcastle Utd,2020-01-21,Matchweek 24,Tue,Away,D,2,2,Everton,9,5,4,5,0,6,15,40.0,9,12,2,10,11,20,28,0,19:30:00
ENG-Premier League,1920,Newcastle Utd,2020-02-01 Newcastle Utd-Norwich City,2020-02-01,Matchweek 25,Sat,Home,D,0,0,Norwich City,15,12,11,3,1,4,16,25.0,12,11,6,5,16,31,39,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-02-16 Arsenal-Newcastle Utd,2020-02-16,Matchweek 26,Sun,Away,L,0,4,Arsenal,18,8,11,7,0,11,23,47.8,12,5,2,3,10,28,20,1,16:30:00
ENG-Premier League,1920,Newcastle Utd,2020-02-22 Crystal Palace-Newcastle Utd,2020-02-22,Matchweek 27,Sat,Away,L,0,1,Crystal Palace,16,7,7,9,0,4,18,22.2,14,12,1,11,14,30,15,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-02-29 Newcastle Utd-Burnley,2020-02-29,Matchweek 28,Sat,Home,D,0,0,Burnley,19,11,6,11,2,5,12,41.7,7,10,3,7,7,26,19,1,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-03-07 Southampton-Newcastle Utd,2020-03-07,Matchweek 29,Sat,Away,W,1,0,Southampton,15,7,7,6,2,4,15,26.7,11,7,2,5,7,22,19,0,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-06-21 Newcastle Utd-Sheffield Utd,2020-06-21,Matchweek 30,Sun,Home,W,3,0,Sheffield Utd,11,7,9,2,0,8,14,57.1,6,8,2,6,6,17,17,0,14:00:00
ENG-Premier League,1920,Newcastle Utd,2020-06-24 Newcastle Utd-Aston Villa,2020-06-24,Matchweek 31,Wed,Home,D,1,1,Aston Villa,6,4,1,3,2,2,7,28.6,5,7,5,2,5,11,32,1,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-01 Bournemouth-Newcastle Utd,2020-07-01,Matchweek 32,Wed,Away,W,4,1,Bournemouth,16,11,10,4,2,8,19,42.1,11,10,5,5,16,32,13,0,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-05 Newcastle Utd-West Ham,2020-07-05,Matchweek 33,Sun,Home,D,2,2,West Ham,22,13,16,5,1,14,17,82.4,3,9,4,5,1,23,20,1,14:15:00
ENG-Premier League,1920,Newcastle Utd,2020-07-08 Manchester City-Newcastle Utd,2020-07-08,Matchweek 34,Wed,Away,L,0,5,Manchester City,15,11,10,4,1,5,19,26.3,14,15,8,7,11,26,17,2,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-11 Watford-Newcastle Utd,2020-07-11,Matchweek 35,Sat,Away,L,1,2,Watford,13,12,7,4,2,2,9,22.2,7,10,6,4,9,22,22,1,12:30:00
ENG-Premier League,1920,Newcastle Utd,2020-07-15 Newcastle Utd-Tottenham,2020-07-15,Matchweek 36,Wed,Home,L,1,3,Tottenham,14,8,9,5,0,4,17,23.5,13,6,2,4,7,21,11,1,18:00:00
