,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,time
ENG-Premier League,1920,Newcastle Utd,2020-07-20 Brighton-Newcastle Utd,2020-07-20,Matchweek 37,Mon,Away,D,0,0,Brighton,2,0,0,12,13,1,24,12,8,0,0,0,34,14,14,50.0,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-26 Newcastle Utd-Liverpool,2020-07-26,Matchweek 38,Sun,Home,L,1,3,Liverpool,1,0,0,11,5,3,7,8,15,0,0,0,52,15,17,46.9,16:00:00
ENG-Premier League,1920,Norwich City,2019-08-09 Liverpool-Norwich City,2019-08-09,Matchweek 1,Fri,Away,L,1,4,Liverpool,2,0,0,9,9,5,2,11,8,0,0,1,37,7,15,31.8,20:00:00
ENG-Premier League,1920,Norwich City,2019-08-17 Norwich City-Newcastle Utd,2019-08-17,Matchweek 2,Sat,Home,W,3,1,Newcastle Utd,1,0,0,9,11,2,15,5,11,0,0,0,52,13,8,61.9,15:00:00
ENG-Premier League,1920,Norwich City,2019-08-24 Norwich City-Chelsea,2019-08-24,Matchweek 3,Sat,Home,L,2,3,Chelsea,1,0,0,9,7,0,7,11,7,0,0,0,59,11,17,39.3,12:30:00
ENG-Premier League,1920,Norwich City,2019-08-31 West Ham-Norwich City,2019-08-31,Matchweek 4,Sat,Away,L,0,2,West Ham,1,0,0,10,15,3,14,7,10,0,0,0,53,8,16,33.3,15:00:00
ENG-Premier League,1920,Norwich City,2019-09-14 Norwich City-Manchester City,2019-09-14,Matchweek 5,Sat,Home,W,3,2,Manchester City,3,0,0,8,7,1,6,16,12,0,0,0,42,11,19,36.7,17:30:00
ENG-Premier League,1920,Norwich City,2019-09-21 Burnley-Norwich City,2019-09-21,Matchweek 6,Sat,Away,L,0,2,Burnley,1,0,0,10,11,0,10,5,12,0,0,0,56,13,13,50.0,15:00:00
ENG-Premier League,1920,Norwich City,2019-09-28 Crystal Palace-Norwich City,2019-09-28,Matchweek 7,Sat,Away,L,0,2,Crystal Palace,1,0,0,10,14,1,13,13,5,0,1,0,53,11,15,42.3,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-05 Norwich City-Aston Villa,2019-10-05,Matchweek 8,Sat,Home,L,1,5,Aston Villa,1,0,0,14,17,0,20,7,14,0,1,0,49,10,14,41.7,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-19 Bournemouth-Norwich City,2019-10-19,Matchweek 9,Sat,Away,D,0,0,Bournemouth,3,0,0,11,8,2,14,9,9,0,0,0,53,24,18,57.1,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-27 Norwich City-Manchester Utd,2019-10-27,Matchweek 10,Sun,Home,L,1,3,Manchester Utd,2,0,0,13,10,1,6,8,14,0,2,0,62,4,6,40.0,16:30:00
ENG-Premier League,1920,Norwich City,2019-11-02 Brighton-Norwich City,2019-11-02,Matchweek 11,Sat,Away,L,0,2,Brighton,1,0,0,8,11,1,4,13,10,0,0,0,52,6,14,30.0,15:00:00
ENG-Premier League,1920,Norwich City,2019-11-08 Norwich City-Watford,2019-11-08,Matchweek 12,Fri,Home,L,0,2,Watford,1,0,0,7,13,1,28,7,11,0,0,0,64,8,10,44.4,20:00:00
ENG-Premier League,1920,Norwich City,2019-11-23 Everton-Norwich City,2019-11-23,Matchweek 13,Sat,Away,W,2,0,Everton,5,0,0,11,11,0,15,9,13,0,0,0,45,22,23,48.9,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-01 Norwich City-Arsenal,2019-12-01,Matchweek 14,Sun,Home,D,2,2,Arsenal,2,0,0,8,10,1,16,10,7,0,1,0,52,11,15,42.3,14:00:00
ENG-Premier League,1920,Norwich City,2019-12-04 Southampton-Norwich City,2019-12-04,Matchweek 15,Wed,Away,L,1,2,Southampton,1,0,0,7,12,1,7,12,7,0,0,0,57,26,26,50.0,19:30:00
ENG-Premier League,1920,Norwich City,2019-12-08 Norwich City-Sheffield Utd,2019-12-08,Matchweek 16,Sun,Home,L,1,2,Sheffield Utd,0,0,0,6,11,1,21,8,9,0,0,0,67,24,33,42.1,14:00:00
ENG-Premier League,1920,Norwich City,2019-12-14 Leicester City-Norwich City,2019-12-14,Matchweek 17,Sat,Away,D,1,1,Leicester City,5,0,0,15,11,1,13,14,11,0,0,1,49,15,13,53.6,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-21 Norwich City-Wolves,2019-12-21,Matchweek 18,Sat,Home,L,1,2,Wolves,2,0,0,7,14,3,10,11,11,0,0,0,56,20,20,50.0,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-26 Aston Villa-Norwich City,2019-12-26,Matchweek 19,Thu,Away,L,0,1,Aston Villa,3,0,0,12,15,0,23,8,5,0,0,0,54,16,24,40.0,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-28 Norwich City-Tottenham,2019-12-28,Matchweek 20,Sat,Home,D,2,2,Tottenham,3,0,0,12,10,3,10,17,13,0,1,0,63,16,19,45.7,17:30:00
ENG-Premier League,1920,Norwich City,2020-01-01 Norwich City-Crystal Palace,2020-01-01,Matchweek 21,Wed,Home,D,1,1,Crystal Palace,5,0,0,12,9,2,13,17,17,0,0,0,53,15,17,46.9,17:30:00
ENG-Premier League,1920,Norwich City,2020-01-11 Manchester Utd-Norwich City,2020-01-11,Matchweek 22,Sat,Away,L,0,4,Manchester Utd,0,0,0,7,17,0,8,13,11,0,1,0,60,6,10,37.5,15:00:00
ENG-Premier League,1920,Norwich City,2020-01-18 Norwich City-Bournemouth,2020-01-18,Matchweek 23,Sat,Home,W,1,0,Bournemouth,2,1,0,10,9,0,12,11,8,0,0,0,63,22,28,44.0,15:00:00
ENG-Premier League,1920,Norwich City,2020-01-22 Tottenham-Norwich City,2020-01-22,Matchweek 24,Wed,Away,L,1,2,Tottenham,1,0,0,7,12,0,10,12,15,1,0,0,58,15,22,40.5,19:30:00
ENG-Premier League,1920,Norwich City,2020-02-01 Newcastle Utd-Norwich City,2020-02-01,Matchweek 25,Sat,Away,D,0,0,Newcastle Utd,1,0,0,15,10,0,25,10,7,0,0,0,51,25,22,53.2,15:00:00
ENG-Premier League,1920,Norwich City,2020-02-15 Norwich City-Liverpool,2020-02-15,Matchweek 26,Sat,Home,L,0,1,Liverpool,1,0,0,5,11,1,3,23,12,0,0,0,66,9,12,42.9,17:30:00
ENG-Premier League,1920,Norwich City,2020-02-23 Wolves-Norwich City,2020-02-23,Matchweek 27,Sun,Away,L,0,3,Wolves,3,0,0,6,11,0,8,8,9,0,0,0,54,7,12,36.8,14:00:00
ENG-Premier League,1920,Norwich City,2020-02-28 Norwich City-Leicester City,2020-02-28,Matchweek 28,Fri,Home,W,1,0,Leicester City,1,0,0,13,15,2,16,11,17,0,0,0,48,9,12,42.9,20:00:00
ENG-Premier League,1920,Norwich City,2020-03-07 Sheffield Utd-Norwich City,2020-03-07,Matchweek 29,Sat,Away,L,0,1,Sheffield Utd,0,0,0,8,12,3,22,8,11,0,0,0,47,23,20,53.5,15:00:00
ENG-Premier League,1920,Norwich City,2020-06-19 Norwich City-Southampton,2020-06-19,Matchweek 30,Fri,Home,L,0,3,Southampton,1,0,0,9,15,3,15,5,10,0,0,0,56,12,23,34.3,18:00:00
ENG-Premier League,1920,Norwich City,2020-06-24 Norwich City-Everton,2020-06-24,Matchweek 31,Wed,Home,L,0,1,Everton,0,0,0,8,13,1,19,9,5,0,0,0,51,14,25,35.9,18:00:00
ENG-Premier League,1920,Norwich City,2020-07-01 Arsenal-Norwich City,2020-07-01,Matchweek 32,Wed,Away,L,0,4,Arsenal,4,0,0,10,10,2,5,4,15,0,0,0,39,7,18,28.0,18:00:00
ENG-Premier League,1920,Norwich City,2020-07-04 Norwich City-Brighton,2020-07-04,Matchweek 33,Sat,Home,L,0,1,Brighton,2,0,0,11,12,4,17,3,10,0,0,0,57,11,11,50.0,12:30:00
ENG-Premier League,1920,Norwich City,2020-07-07 Watford-Norwich City,2020-07-07,Matchweek 34,Tue,Away,L,1,2,Watford,4,0,0,15,11,0,13,11,7,0,0,0,47,12,29,29.3,18:00:00
ENG-Premier League,1920,Norwich City,2020-07-11 Norwich City-West Ham,2020-07-11,Matchweek 35,Sat,Home,L,0,4,West Ham,1,0,0,9,6,1,11,16,5,0,0,0,45,10,16,38.5,12:30:00
ENG-Premier League,1920,Norwich City,2020-07-14 Chelsea-Norwich City,2020-07-14,Matchweek 36,Tue,Away,L,0,1,Chelsea,2,0,0,9,9,1,8,13,12,0,0,0,50,15,20,42.9,20:15:00
ENG-Premier League,1920,Norwich City,2020-07-18 Norwich City-Burnley,2020-07-18,Matchweek 37,Sat,Home,L,0,2,Burnley,0,2,0,9,15,1,11,8,4,0,0,1,38,23,29,44.2,17:30:00
ENG-Premier League,1920,Norwich City,2020-07-26 Manchester City-Norwich City,2020-07-26,Matchweek 38,Sun,Away,L,0,5,Manchester City,1,0,0,4,6,2,3,14,5,0,0,0,31,7,9,43.8,16:00:00
ENG-Premier League,1920,Sheffield Utd,2019-08-10 Bournemouth-Sheffield Utd,2019-08-10,Matchweek 1,Sat,Away,D,1,1,Bournemouth,1,0,0,19,9,1,18,14,11,0,0,0,53,20,13,60.6,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-08-18 Sheffield Utd-Crystal Palace,2019-08-18,Matchweek 2,Sun,Home,W,1,0,Crystal Palace,3,0,0,16,10,0,21,14,11,0,0,0,48,23,27,46.0,14:00:00
ENG-Premier League,1920,Sheffield Utd,2019-08-24 Sheffield Utd-Leicester City,2019-08-24,Matchweek 3,Sat,Home,L,1,2,Leicester City,1,0,0,11,6,1,32,15,13,0,0,0,50,25,21,54.3,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-08-31 Chelsea-Sheffield Utd,2019-08-31,Matchweek 4,Sat,Away,D,2,2,Chelsea,1,0,0,11,6,0,14,17,10,0,0,0,55,23,19,54.8,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-09-14 Sheffield Utd-Southampton,2019-09-14,Matchweek 5,Sat,Home,L,0,1,Southampton,1,1,0,10,6,3,33,10,11,0,0,0,57,16,19,45.7,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-09-21 Everton-Sheffield Utd,2019-09-21,Matchweek 6,Sat,Away,W,2,0,Everton,3,0,0,9,8,1,13,14,10,0,0,0,43,24,19,55.8,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-09-28 Sheffield Utd-Liverpool,2019-09-28,Matchweek 7,Sat,Home,L,0,1,Liverpool,1,0,0,8,4,0,17,12,7,0,0,0,46,20,26,43.5,12:30:00
ENG-Premier League,1920,Sheffield Utd,2019-10-05 Watford-Sheffield Utd,2019-10-05,Matchweek 8,Sat,Away,D,0,0,Watford,2,0,0,6,7,3,30,9,9,0,0,0,59,24,26,48.0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-10-21 Sheffield Utd-Arsenal,2019-10-21,Matchweek 9,Mon,Home,W,1,0,Arsenal,4,0,0,10,11,1,19,13,14,0,0,0,46,27,14,65.9,20:00:00
ENG-Premier League,1920,Sheffield Utd,2019-10-26 West Ham-Sheffield Utd,2019-10-26,Matchweek 10,Sat,Away,D,1,1,West Ham,2,0,0,10,7,4,15,14,6,0,0,0,59,24,19,55.8,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-11-02 Sheffield Utd-Burnley,2019-11-02,Matchweek 11,Sat,Home,W,3,0,Burnley,1,0,0,8,11,1,23,7,10,0,0,0,47,32,29,52.5,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-11-09 Tottenham-Sheffield Utd,2019-11-09,Matchweek 12,Sat,Away,D,1,1,Tottenham,2,0,0,9,6,6,15,10,16,0,0,0,57,14,22,38.9,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-11-24 Sheffield Utd-Manchester Utd,2019-11-24,Matchweek 13,Sun,Home,D,3,3,Manchester Utd,1,0,0,13,9,3,28,16,9,0,0,0,67,22,23,48.9,16:30:00
ENG-Premier League,1920,Sheffield Utd,2019-12-01 Wolves-Sheffield Utd,2019-12-01,Matchweek 14,Sun,Away,D,1,1,Wolves,5,0,0,18,12,3,18,17,14,0,0,0,53,25,26,49.0,14:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-05 Sheffield Utd-Newcastle Utd,2019-12-05,Matchweek 15,Thu,Home,L,0,2,Newcastle Utd,2,0,0,10,6,3,45,2,15,0,0,0,51,20,25,44.4,19:30:00
ENG-Premier League,1920,Sheffield Utd,2019-12-08 Norwich City-Sheffield Utd,2019-12-08,Matchweek 16,Sun,Away,W,2,1,Norwich City,4,0,0,12,6,2,16,13,11,0,0,0,77,33,24,57.9,14:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-14 Sheffield Utd-Aston Villa,2019-12-14,Matchweek 17,Sat,Home,W,2,0,Aston Villa,2,0,0,10,7,3,30,11,7,0,1,0,62,32,36,47.1,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-21 Brighton-Sheffield Utd,2019-12-21,Matchweek 18,Sat,Away,W,1,0,Brighton,3,0,0,11,5,3,9,9,13,0,0,0,59,29,28,50.9,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-26 Sheffield Utd-Watford,2019-12-26,Matchweek 19,Thu,Home,D,1,1,Watford,0,0,0,11,8,4,31,4,8,1,0,0,67,34,26,56.7,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-29 Manchester City-Sheffield Utd,2019-12-29,Matchweek 20,Sun,Away,L,0,2,Manchester City,1,0,0,6,4,5,16,12,10,0,0,0,50,16,12,57.1,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-01-02 Liverpool-Sheffield Utd,2020-01-02,Matchweek 21,Thu,Away,L,0,2,Liverpool,0,0,0,8,5,3,10,12,9,0,0,0,63,10,18,35.7,20:00:00
ENG-Premier League,1920,Sheffield Utd,2020-01-10 Sheffield Utd-West Ham,2020-01-10,Matchweek 22,Fri,Home,W,1,0,West Ham,1,0,0,11,5,3,25,8,14,0,0,0,70,40,37,51.9,20:00:00
ENG-Premier League,1920,Sheffield Utd,2020-01-18 Arsenal-Sheffield Utd,2020-01-18,Matchweek 23,Sat,Away,D,1,1,Arsenal,2,0,0,13,8,0,24,18,12,0,0,0,63,27,21,56.3,15:00:00
ENG-Premier League,1920,Sheffield Utd,2020-01-21 Sheffield Utd-Manchester City,2020-01-21,Matchweek 24,Tue,Home,L,0,1,Manchester City,4,0,0,13,13,4,21,10,9,0,1,0,46,22,20,52.4,19:30:00
ENG-Premier League,1920,Sheffield Utd,2020-02-01 Crystal Palace-Sheffield Utd,2020-02-01,Matchweek 25,Sat,Away,W,1,0,Crystal Palace,2,0,0,15,9,0,16,13,9,0,0,0,55,24,31,43.6,15:00:00
ENG-Premier League,1920,Sheffield Utd,2020-02-09 Sheffield Utd-Bournemouth,2020-02-09,Matchweek 26,Sun,Home,W,2,1,Bournemouth,2,0,0,10,8,0,36,7,5,0,0,0,52,40,28,58.8,14:00:00
ENG-Premier League,1920,Sheffield Utd,2020-02-22 Sheffield Utd-Brighton,2020-02-22,Matchweek 27,Sat,Home,D,1,1,Brighton,0,0,0,5,5,3,50,8,10,0,0,0,57,22,23,48.9,15:00:00
ENG-Premier League,1920,Sheffield Utd,2020-03-07 Sheffield Utd-Norwich City,2020-03-07,Matchweek 29,Sat,Home,W,1,0,Norwich City,0,0,0,12,7,1,34,13,10,0,0,0,52,20,23,46.5,15:00:00
ENG-Premier League,1920,Sheffield Utd,2020-06-17 Aston Villa-Sheffield Utd,2020-06-17,Matchweek 28,Wed,Away,D,0,0,Aston Villa,1,0,0,14,11,0,20,6,13,0,0,0,43,33,28,54.1,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-06-21 Newcastle Utd-Sheffield Utd,2020-06-21,Matchweek 30,Sun,Away,L,0,3,Newcastle Utd,2,1,1,10,9,1,22,4,9,0,0,0,48,22,20,52.4,14:00:00
ENG-Premier League,1920,Sheffield Utd,2020-06-24 Manchester Utd-Sheffield Utd,2020-06-24,Matchweek 31,Wed,Away,L,0,3,Manchester Utd,0,0,0,6,10,2,17,15,5,0,0,0,36,8,16,33.3,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-02 Sheffield Utd-Tottenham,2020-07-02,Matchweek 32,Thu,Home,W,3,1,Tottenham,2,0,0,13,11,2,9,16,12,0,0,0,48,24,19,55.8,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-05 Burnley-Sheffield Utd,2020-07-05,Matchweek 33,Sun,Away,D,1,1,Burnley,0,0,0,14,8,1,31,9,8,0,0,0,51,32,22,59.3,12:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-08 Sheffield Utd-Wolves,2020-07-08,Matchweek 34,Wed,Home,W,1,0,Wolves,2,0,0,5,5,3,36,5,8,0,0,0,52,27,22,55.1,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-11 Sheffield Utd-Chelsea,2020-07-11,Matchweek 35,Sat,Home,W,3,0,Chelsea,1,0,0,8,5,1,12,11,3,0,0,0,40,35,28,55.6,17:30:00
ENG-Premier League,1920,Sheffield Utd,2020-07-16 Leicester City-Sheffield Utd,2020-07-16,Matchweek 36,Thu,Away,L,0,2,Leicester City,2,0,0,10,11,4,17,11,6,0,0,0,46,35,29,54.7,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-20 Sheffield Utd-Everton,2020-07-20,Matchweek 37,Mon,Home,L,0,1,Everton,1,0,0,11,19,1,32,10,11,0,0,0,60,23,32,41.8,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-26 Southampton-Sheffield Utd,2020-07-26,Matchweek 38,Sun,Away,L,1,3,Southampton,1,0,0,16,9,2,11,11,9,0,1,0,53,19,15,55.9,16:00:00
ENG-Premier League,1920,Southampton,2019-08-10 Burnley-Southampton,2019-08-10,Matchweek 1,Sat,Away,L,0,3,Burnley,0,0,0,12,6,1,10,10,5,0,0,0,53,22,22,50.0,15:00:00
ENG-Premier League,1920,Southampton,2019-08-17 Southampton-Liverpool,2019-08-17,Matchweek 2,Sat,Home,L,1,2,Liverpool,2,0,0,10,4,4,19,10,8,0,0,0,51,15,19,44.1,15:00:00
ENG-Premier League,1920,Southampton,2019-08-24 Brighton-Southampton,2019-08-24,Matchweek 3,Sat,Away,W,2,0,Brighton,3,0,0,10,9,0,7,4,12,0,0,0,56,14,24,36.8,15:00:00
ENG-Premier League,1920,Southampton,2019-08-31 Southampton-Manchester Utd,2019-08-31,Matchweek 4,Sat,Home,D,1,1,Manchester Utd,3,1,1,17,6,0,19,19,15,0,0,0,59,18,26,40.9,12:30:00
ENG-Premier League,1920,Southampton,2019-09-14 Sheffield Utd-Southampton,2019-09-14,Matchweek 5,Sat,Away,W,1,0,Sheffield Utd,1,0,0,7,10,1,20,9,9,0,0,0,59,19,16,54.3,15:00:00
ENG-Premier League,1920,Southampton,2019-09-20 Southampton-Bournemouth,2019-09-20,Matchweek 6,Fri,Home,L,1,3,Bournemouth,1,0,0,8,8,1,24,9,20,1,0,0,60,22,26,45.8,20:00:00
ENG-Premier League,1920,Southampton,2019-09-28 Tottenham-Southampton,2019-09-28,Matchweek 7,Sat,Away,L,1,2,Tottenham,2,0,0,16,5,1,25,11,12,0,0,0,55,17,18,48.6,15:00:00
ENG-Premier League,1920,Southampton,2019-10-06 Southampton-Chelsea,2019-10-06,Matchweek 8,Sun,Home,L,1,4,Chelsea,0,0,0,8,15,1,11,9,9,0,0,0,69,15,22,40.5,14:00:00
ENG-Premier League,1920,Southampton,2019-10-19 Wolves-Southampton,2019-10-19,Matchweek 9,Sat,Away,D,1,1,Wolves,2,0,0,17,9,2,9,13,4,0,1,0,56,18,24,42.9,15:00:00
ENG-Premier League,1920,Southampton,2019-10-25 Southampton-Leicester City,2019-10-25,Matchweek 10,Fri,Home,L,0,9,Leicester City,0,1,0,3,11,1,7,17,12,0,1,0,58,10,10,50.0,20:00:00
ENG-Premier League,1920,Southampton,2019-11-02 Manchester City-Southampton,2019-11-02,Matchweek 11,Sat,Away,L,1,2,Manchester City,1,0,0,10,9,0,4,11,11,0,0,0,45,23,18,56.1,15:00:00
ENG-Premier League,1920,Southampton,2019-11-09 Southampton-Everton,2019-11-09,Matchweek 12,Sat,Home,L,1,2,Everton,1,0,0,12,11,2,11,6,5,0,0,0,48,23,27,46.0,15:00:00
ENG-Premier League,1920,Southampton,2019-11-23 Arsenal-Southampton,2019-11-23,Matchweek 13,Sat,Away,D,2,2,Arsenal,2,0,0,19,12,1,13,16,9,1,0,0,54,9,15,37.5,15:00:00
ENG-Premier League,1920,Southampton,2019-11-30 Southampton-Watford,2019-11-30,Matchweek 14,Sat,Home,W,2,1,Watford,1,0,0,6,10,2,25,12,11,0,0,0,55,12,21,36.4,17:30:00
ENG-Premier League,1920,Southampton,2019-12-04 Southampton-Norwich City,2019-12-04,Matchweek 15,Wed,Home,W,2,1,Norwich City,1,0,0,12,7,3,21,13,15,0,0,0,65,26,26,50.0,19:30:00
ENG-Premier League,1920,Southampton,2019-12-08 Newcastle Utd-Southampton,2019-12-08,Matchweek 16,Sun,Away,L,1,2,Newcastle Utd,3,0,0,17,11,1,25,7,13,0,0,0,49,33,37,47.1,14:00:00
ENG-Premier League,1920,Southampton,2019-12-14 Southampton-West Ham,2019-12-14,Matchweek 17,Sat,Home,L,0,1,West Ham,1,0,0,9,12,4,26,10,8,0,0,0,68,33,31,51.6,17:30:00
ENG-Premier League,1920,Southampton,2019-12-21 Aston Villa-Southampton,2019-12-21,Matchweek 18,Sat,Away,W,3,1,Aston Villa,1,0,0,15,15,3,22,3,13,0,0,0,51,17,34,33.3,15:00:00
ENG-Premier League,1920,Southampton,2019-12-26 Chelsea-Southampton,2019-12-26,Matchweek 19,Thu,Away,W,2,0,Chelsea,2,0,0,9,9,2,8,9,16,0,0,0,80,27,34,44.3,15:00:00
ENG-Premier League,1920,Southampton,2019-12-28 Southampton-Crystal Palace,2019-12-28,Matchweek 20,Sat,Home,D,1,1,Crystal Palace,1,0,0,13,7,2,38,14,10,0,0,0,53,24,28,46.2,15:00:00
ENG-Premier League,1920,Southampton,2020-01-01 Southampton-Tottenham,2020-01-01,Matchweek 21,Wed,Home,W,1,0,Tottenham,3,0,0,21,8,1,19,13,14,0,0,0,68,21,20,51.2,15:00:00
ENG-Premier League,1920,Southampton,2020-01-11 Leicester City-Southampton,2020-01-11,Matchweek 22,Sat,Away,W,2,1,Leicester City,3,0,0,17,8,2,17,13,16,0,0,0,58,27,20,57.4,15:00:00
ENG-Premier League,1920,Southampton,2020-01-18 Southampton-Wolves,2020-01-18,Matchweek 23,Sat,Home,L,2,3,Wolves,2,0,0,13,10,2,24,10,8,0,1,0,64,21,31,40.4,15:00:00
ENG-Premier League,1920,Southampton,2020-01-21 Crystal Palace-Southampton,2020-01-21,Matchweek 24,Tue,Away,W,2,0,Crystal Palace,2,0,0,13,12,1,19,11,14,0,0,0,61,27,30,47.4,19:30:00
ENG-Premier League,1920,Southampton,2020-02-01 Liverpool-Southampton,2020-02-01,Matchweek 25,Sat,Away,L,0,4,Liverpool,2,0,0,15,7,5,19,6,11,0,0,0,62,17,15,53.1,15:00:00
ENG-Premier League,1920,Southampton,2020-02-15 Southampton-Burnley,2020-02-15,Matchweek 26,Sat,Home,L,1,2,Burnley,2,0,0,8,11,1,26,7,7,0,0,0,49,26,22,54.2,12:30:00
ENG-Premier League,1920,Southampton,2020-02-22 Southampton-Aston Villa,2020-02-22,Matchweek 27,Sat,Home,W,2,0,Aston Villa,1,0,0,13,17,0,19,12,12,0,0,0,49,31,23,57.4,15:00:00
ENG-Premier League,1920,Southampton,2020-02-29 West Ham-Southampton,2020-02-29,Matchweek 28,Sat,Away,L,1,3,West Ham,1,0,0,11,7,1,29,13,8,0,0,0,65,27,34,44.3,15:00:00
ENG-Premier League,1920,Southampton,2020-03-07 Southampton-Newcastle Utd,2020-03-07,Matchweek 29,Sat,Home,L,0,1,Newcastle Utd,0,1,0,14,13,0,21,10,11,0,1,0,39,18,13,58.1,15:00:00
ENG-Premier League,1920,Southampton,2020-06-19 Norwich City-Southampton,2020-06-19,Matchweek 30,Fri,Away,W,3,0,Norwich City,1,0,0,15,7,1,18,17,12,0,0,0,71,23,12,65.7,18:00:00
ENG-Premier League,1920,Southampton,2020-06-25 Southampton-Arsenal,2020-06-25,Matchweek 31,Thu,Home,L,0,2,Arsenal,0,1,0,10,14,2,19,12,10,0,0,0,42,13,16,44.8,18:00:00
ENG-Premier League,1920,Southampton,2020-06-28 Watford-Southampton,2020-06-28,Matchweek 32,Sun,Away,W,3,1,Watford,0,0,0,9,18,1,8,11,14,0,0,1,69,38,28,57.6,16:30:00
ENG-Premier League,1920,Southampton,2020-07-05 Southampton-Manchester City,2020-07-05,Matchweek 33,Sun,Home,W,1,0,Manchester City,1,0,0,6,7,3,5,27,13,0,0,0,54,15,20,42.9,19:00:00
ENG-Premier League,1920,Southampton,2020-07-09 Everton-Southampton,2020-07-09,Matchweek 34,Thu,Away,D,1,1,Everton,3,0,0,14,13,2,23,13,9,1,0,0,44,20,20,50.0,18:00:00
ENG-Premier League,1920,Southampton,2020-07-13 Manchester Utd-Southampton,2020-07-13,Matchweek 35,Mon,Away,D,2,2,Manchester Utd,3,0,0,15,14,0,20,12,6,0,0,0,59,14,15,48.3,20:00:00
ENG-Premier League,1920,Southampton,2020-07-16 Southampton-Brighton,2020-07-16,Matchweek 36,Thu,Home,D,1,1,Brighton,1,0,0,6,10,1,20,9,12,0,0,0,57,19,25,43.2,20:15:00
ENG-Premier League,1920,Southampton,2020-07-19 Bournemouth-Southampton,2020-07-19,Matchweek 37,Sun,Away,W,2,0,Bournemouth,2,0,0,11,11,1,13,10,12,0,0,0,43,41,37,52.6,14:00:00
ENG-Premier League,1920,Southampton,2020-07-26 Southampton-Sheffield Utd,2020-07-26,Matchweek 38,Sun,Home,W,3,1,Sheffield Utd,0,0,0,9,15,2,27,7,10,1,0,0,52,15,19,44.1,16:00:00
ENG-Premier League,1920,Tottenham,2019-08-10 Tottenham-Aston Villa,2019-08-10,Matchweek 1,Sat,Home,W,3,1,Aston Villa,1,0,0,13,9,1,38,5,12,0,0,0,56,10,12,45.5,17:30:00
ENG-Premier League,1920,Tottenham,2019-08-17 Manchester City-Tottenham,2019-08-17,Matchweek 2,Sat,Away,D,2,2,Manchester City,0,0,0,4,13,1,5,6,10,0,0,0,39,8,15,34.8,17:30:00
ENG-Premier League,1920,Tottenham,2019-08-25 Tottenham-Newcastle Utd,2019-08-25,Matchweek 3,Sun,Home,L,0,1,Newcastle Utd,2,0,0,10,5,1,36,7,6,0,0,0,38,10,16,38.5,16:30:00
ENG-Premier League,1920,Tottenham,2019-09-01 Arsenal-Tottenham,2019-09-01,Matchweek 4,Sun,Away,D,2,2,Arsenal,5,0,0,19,13,1,11,6,6,1,0,0,54,13,16,44.8,16:30:00
ENG-Premier League,1920,Tottenham,2019-09-14 Tottenham-Crystal Palace,2019-09-14,Matchweek 5,Sat,Home,W,4,0,Crystal Palace,4,0,0,19,11,1,18,14,6,0,0,0,58,20,14,58.8,15:00:00
ENG-Premier League,1920,Tottenham,2019-09-21 Leicester City-Tottenham,2019-09-21,Matchweek 6,Sat,Away,L,1,2,Leicester City,2,0,0,13,16,3,22,8,13,0,0,0,55,15,12,55.6,12:30:00
ENG-Premier League,1920,Tottenham,2019-09-28 Tottenham-Southampton,2019-09-28,Matchweek 7,Sat,Home,W,2,1,Southampton,2,1,1,5,16,1,9,11,12,0,0,0,44,18,17,51.4,15:00:00
