,,,,date,round,day,venue,result,GF,GA,opponent,Poss,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,time
ENG-Premier League,1819,Liverpool,2018-11-03 Arsenal-Liverpool,2018-11-03,Matchweek 11,Sat,Away,D,1,1,Arsenal,39,521,64,181,221,122,24,521,20,13,65.0,7,35.0,314,1680,749,16,5,8,19,13,301,24,17:30:00
ENG-Premier League,1819,Liverpool,2018-11-11 Liverpool-Fulham,2018-11-11,Matchweek 12,Sun,Home,W,2,0,Fulham,71,884,56,192,498,198,31,884,14,9,64.3,5,35.7,526,2411,1164,24,14,7,20,10,665,60,12:00:00
ENG-Premier League,1819,Liverpool,2018-11-24 Watford-Liverpool,2018-11-24,Matchweek 13,Sat,Away,W,3,0,Watford,63,782,42,176,455,158,22,782,13,9,69.2,4,30.8,541,2336,1140,12,17,2,20,10,549,53,15:00:00
ENG-Premier League,1819,Liverpool,2018-12-02 Liverpool-Everton,2018-12-02,Matchweek 14,Sun,Home,W,1,0,Everton,58,688,44,141,376,178,23,688,16,9,56.3,7,43.8,394,2167,1073,19,14,6,17,9,445,45,16:15:00
ENG-Premier League,1819,Liverpool,2018-12-05 Burnley-Liverpool,2018-12-05,Matchweek 15,Wed,Away,W,3,1,Burnley,73,825,63,249,405,174,31,825,9,6,66.7,3,33.3,556,2469,1239,19,12,2,14,10,619,48,19:45:00
ENG-Premier League,1819,Liverpool,2018-12-08 Bournemouth-Liverpool,2018-12-08,Matchweek 16,Sat,Away,W,4,0,Bournemouth,59,775,54,192,375,215,22,775,18,13,72.2,5,27.8,493,2272,1133,21,17,5,20,9,554,39,12:30:00
ENG-Premier League,1819,Liverpool,2018-12-16 Liverpool-Manchester Utd,2018-12-16,Matchweek 17,Sun,Home,W,3,1,Manchester Utd,64,738,36,142,327,282,39,738,20,13,65.0,7,35.0,458,2644,1628,32,38,7,22,20,489,54,16:00:00
ENG-Premier League,1819,Liverpool,2018-12-21 Wolves-Liverpool,2018-12-21,Matchweek 18,Fri,Away,W,2,0,Wolves,61,844,59,200,415,233,24,844,24,16,66.7,8,33.3,533,2444,1312,27,25,7,13,18,611,47,20:00:00
ENG-Premier League,1819,Liverpool,2018-12-26 Liverpool-Newcastle Utd,2018-12-26,Matchweek 19,Wed,Home,W,4,0,Newcastle Utd,74,878,41,126,525,232,39,877,8,4,50.0,4,50.0,495,2270,1226,22,17,3,17,11,663,72,15:00:00
ENG-Premier League,1819,Liverpool,2018-12-29 Liverpool-Arsenal,2018-12-29,Matchweek 20,Sat,Home,W,5,1,Arsenal,48,643,62,206,287,154,26,641,20,13,65.0,7,35.0,417,1967,1078,21,19,7,19,10,442,34,17:30:00
ENG-Premier League,1819,Liverpool,2019-01-03 Manchester City-Liverpool,2019-01-03,Matchweek 21,Thu,Away,L,1,2,Manchester City,51,725,79,263,351,115,19,725,15,11,73.3,4,26.7,494,1945,876,10,10,0,12,10,496,32,20:00:00
ENG-Premier League,1819,Liverpool,2019-01-12 Brighton-Liverpool,2019-01-12,Matchweek 22,Sat,Away,W,1,0,Brighton,70,871,43,183,509,183,31,870,14,9,64.3,5,35.7,639,2966,1599,25,17,5,11,7,660,58,15:00:00
ENG-Premier League,1819,Liverpool,2019-01-19 Liverpool-Crystal Palace,2019-01-19,Matchweek 23,Sat,Home,W,4,3,Crystal Palace,70,900,31,114,476,315,51,900,21,8,38.1,13,61.9,660,3039,1791,40,43,7,19,10,665,92,15:00:00
ENG-Premier League,1819,Liverpool,2019-01-30 Liverpool-Leicester City,2019-01-30,Matchweek 24,Wed,Home,D,1,1,Leicester City,72,958,45,171,507,284,34,958,19,11,57.9,8,42.1,531,2722,1489,29,25,3,25,11,717,61,20:00:00
ENG-Premier League,1819,Liverpool,2019-02-04 West Ham-Liverpool,2019-02-04,Matchweek 25,Mon,Away,D,1,1,West Ham,73,845,45,143,488,218,22,845,20,14,70.0,6,30.0,600,3129,1785,36,33,7,10,12,620,51,20:00:00
ENG-Premier League,1819,Liverpool,2019-02-09 Liverpool-Bournemouth,2019-02-09,Matchweek 26,Sat,Home,W,3,0,Bournemouth,65,884,62,210,426,254,40,884,13,6,46.2,7,53.8,542,2858,1692,23,25,9,22,6,647,80,15:00:00
ENG-Premier League,1819,Liverpool,2019-02-24 Manchester Utd-Liverpool,2019-02-24,Matchweek 27,Sun,Away,D,0,0,Manchester Utd,64,708,38,163,346,206,28,708,20,13,65.0,7,35.0,480,2305,1341,25,16,7,5,11,506,42,14:05:00
ENG-Premier League,1819,Liverpool,2019-02-27 Liverpool-Watford,2019-02-27,Matchweek 28,Wed,Home,W,5,0,Watford,62,805,48,171,407,229,37,805,35,17,48.6,18,51.4,530,2457,1307,28,20,10,14,9,564,63,20:00:00
ENG-Premier League,1819,Liverpool,2019-03-03 Everton-Liverpool,2019-03-03,Matchweek 29,Sun,Away,D,0,0,Everton,57,648,62,242,284,127,25,648,12,10,83.3,2,16.7,395,1978,1237,27,14,6,17,17,395,35,16:15:00
ENG-Premier League,1819,Liverpool,2019-03-10 Liverpool-Burnley,2019-03-10,Matchweek 30,Sun,Home,W,4,2,Burnley,67,813,51,215,357,244,39,813,20,7,35.0,13,65.0,411,2132,1163,31,20,11,19,14,554,55,12:00:00
ENG-Premier League,1819,Liverpool,2019-03-17 Fulham-Liverpool,2019-03-17,Matchweek 31,Sun,Away,W,2,1,Fulham,62,744,40,145,350,256,41,743,20,10,50.0,10,50.0,489,2599,1499,33,30,10,14,11,524,58,14:15:00
ENG-Premier League,1819,Liverpool,2019-03-31 Liverpool-Tottenham,2019-03-31,Matchweek 32,Sun,Home,W,2,1,Tottenham,48,615,57,182,287,149,26,615,16,4,25.0,12,75.0,358,1607,923,17,13,5,12,4,388,38,16:30:00
ENG-Premier League,1819,Liverpool,2019-04-05 Southampton-Liverpool,2019-04-05,Matchweek 33,Fri,Away,W,3,1,Southampton,67,733,58,177,369,192,34,733,13,6,46.2,7,53.8,406,2172,1195,19,19,4,15,9,501,55,20:00:00
ENG-Premier League,1819,Liverpool,2019-04-14 Liverpool-Chelsea,2019-04-14,Matchweek 34,Sun,Home,W,2,0,Chelsea,62,822,57,175,380,274,37,822,23,8,34.8,15,65.2,601,2626,1378,24,21,8,15,15,589,65,16:30:00
ENG-Premier League,1819,Liverpool,2019-04-21 Cardiff City-Liverpool,2019-04-21,Matchweek 35,Sun,Away,W,2,0,Cardiff City,75,764,34,162,390,216,28,763,17,12,70.6,5,29.4,467,2456,1313,21,23,9,16,10,558,52,16:00:00
ENG-Premier League,1819,Liverpool,2019-04-26 Liverpool-Huddersfield,2019-04-26,Matchweek 36,Fri,Home,W,5,0,Huddersfield,69,888,69,268,468,160,24,888,20,11,55.0,9,45.0,668,3186,1583,23,26,4,12,14,666,56,20:00:00
ENG-Premier League,1819,Liverpool,2019-05-04 Newcastle Utd-Liverpool,2019-05-04,Matchweek 37,Sat,Away,W,3,2,Newcastle Utd,69,817,43,177,504,142,25,817,9,5,55.6,4,44.4,621,2626,1367,16,16,5,13,8,602,48,19:45:00
ENG-Premier League,1819,Liverpool,2019-05-12 Liverpool-Wolves,2019-05-12,Matchweek 38,Sun,Home,W,2,0,Wolves,59,752,54,180,444,135,18,752,8,6,75.0,2,25.0,540,2680,1370,20,15,2,17,12,533,40,15:00:00
ENG-Premier League,1819,Manchester City,2018-08-12 Arsenal-Manchester City,2018-08-12,Matchweek 1,Sun,Away,W,2,0,Arsenal,58,690,67,191,331,173,30,690,15,9,60.0,6,40.0,486,2461,1321,34,21,11,11,16,488,35,16:00:00
ENG-Premier League,1819,Manchester City,2018-08-19 Manchester City-Huddersfield,2018-08-19,Matchweek 2,Sun,Home,W,6,1,Huddersfield,76,924,36,137,438,357,50,924,23,18,78.3,5,21.7,668,3231,1852,48,41,9,13,11,730,77,13:30:00
ENG-Premier League,1819,Manchester City,2018-08-25 Wolves-Manchester City,2018-08-25,Matchweek 3,Sat,Away,D,1,1,Wolves,71,794,39,127,440,231,32,794,20,16,80.0,4,20.0,578,3161,1778,28,24,7,15,15,600,59,12:30:00
ENG-Premier League,1819,Manchester City,2018-09-01 Manchester City-Newcastle Utd,2018-09-01,Matchweek 4,Sat,Home,W,2,1,Newcastle Utd,78,915,27,115,508,296,35,915,13,8,61.5,5,38.5,686,3956,2262,39,30,15,18,14,726,63,17:30:00
ENG-Premier League,1819,Manchester City,2018-09-15 Manchester City-Fulham,2018-09-15,Matchweek 5,Sat,Home,W,3,0,Fulham,64,898,49,161,479,264,50,898,17,13,76.5,4,23.5,644,3128,2009,40,30,13,20,10,685,62,15:00:00
ENG-Premier League,1819,Manchester City,2018-09-22 Cardiff City-Manchester City,2018-09-22,Matchweek 6,Sat,Away,W,5,0,Cardiff City,78,933,39,148,585,210,50,933,15,6,40.0,9,60.0,729,3715,2114,39,31,13,11,7,750,61,15:00:00
ENG-Premier League,1819,Manchester City,2018-09-29 Manchester City-Brighton,2018-09-29,Matchweek 7,Sat,Home,W,2,0,Brighton,79,1002,28,94,466,445,56,1002,18,13,72.2,5,27.8,764,3867,2318,53,40,9,11,10,814,84,15:00:00
ENG-Premier League,1819,Manchester City,2018-10-07 Liverpool-Manchester City,2018-10-07,Matchweek 8,Sun,Away,D,0,0,Liverpool,51,672,82,224,332,122,17,671,13,7,53.8,6,46.2,452,2384,1239,35,22,5,8,11,457,33,16:30:00
ENG-Premier League,1819,Manchester City,2018-10-20 Manchester City-Burnley,2018-10-20,Matchweek 9,Sat,Home,W,5,0,Burnley,69,805,59,219,352,241,49,805,12,5,41.7,7,58.3,592,2922,1717,31,21,12,9,5,612,69,15:00:00
ENG-Premier League,1819,Manchester City,2018-10-29 Tottenham-Manchester City,2018-10-29,Matchweek 10,Mon,Away,W,1,0,Tottenham,51,660,66,183,307,174,35,660,23,13,56.5,10,43.5,348,1909,1023,23,15,10,19,7,443,49,20:00:00
ENG-Premier League,1819,Manchester City,2018-11-04 Manchester City-Southampton,2018-11-04,Matchweek 11,Sun,Home,W,6,1,Southampton,66,874,61,202,399,279,57,874,22,15,68.2,7,31.8,626,3341,2030,41,26,12,15,12,680,69,15:00:00
ENG-Premier League,1819,Manchester City,2018-11-11 Manchester City-Manchester Utd,2018-11-11,Matchweek 12,Sun,Home,W,3,1,Manchester Utd,65,849,42,148,455,255,34,849,18,11,61.1,7,38.9,588,3330,1786,31,29,10,7,11,662,54,16:30:00
ENG-Premier League,1819,Manchester City,2018-11-24 West Ham-Manchester City,2018-11-24,Matchweek 13,Sat,Away,W,4,0,West Ham,69,978,73,223,576,183,31,978,19,10,52.6,9,47.4,676,3027,1489,25,20,5,19,12,759,59,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-01 Manchester City-Bournemouth,2018-12-01,Matchweek 14,Sat,Home,W,3,1,Bournemouth,72,927,53,183,520,231,33,927,15,12,80.0,3,20.0,688,3590,2085,27,25,11,17,3,736,67,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-04 Watford-Manchester City,2018-12-04,Matchweek 15,Tue,Away,W,2,1,Watford,70,869,65,206,426,246,43,869,17,9,52.9,8,47.1,623,3309,1791,28,15,14,14,10,651,61,20:00:00
ENG-Premier League,1819,Manchester City,2018-12-08 Chelsea-Manchester City,2018-12-08,Matchweek 16,Sat,Away,L,0,2,Chelsea,61,791,47,192,405,201,31,791,25,16,64.0,9,36.0,591,3006,1382,18,17,5,13,19,585,48,17:30:00
ENG-Premier League,1819,Manchester City,2018-12-15 Manchester City-Everton,2018-12-15,Matchweek 17,Sat,Home,W,3,1,Everton,67,832,56,173,469,196,24,832,6,4,66.7,2,33.3,629,3219,1867,27,26,8,13,9,645,61,12:30:00
ENG-Premier League,1819,Manchester City,2018-12-22 Manchester City-Crystal Palace,2018-12-22,Matchweek 18,Sat,Home,L,2,3,Crystal Palace,78,912,16,72,458,390,42,912,24,10,41.7,14,58.3,663,3732,2263,36,46,3,13,9,682,95,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-26 Leicester City-Manchester City,2018-12-26,Matchweek 19,Wed,Away,L,1,2,Leicester City,66,781,43,131,385,271,37,781,19,11,57.9,8,42.1,540,2991,1757,36,30,8,21,14,559,73,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-30 Southampton-Manchester City,2018-12-30,Matchweek 20,Sun,Away,W,3,1,Southampton,76,931,55,168,520,249,35,931,28,14,50.0,14,50.0,661,3143,1621,32,37,11,11,11,727,64,14:15:00
ENG-Premier League,1819,Manchester City,2019-01-03 Manchester City-Liverpool,2019-01-03,Matchweek 21,Thu,Home,W,2,1,Liverpool,49,733,66,228,389,123,23,733,21,8,38.1,13,61.9,457,2243,1227,19,17,6,18,5,491,39,20:00:00
ENG-Premier League,1819,Manchester City,2019-01-14 Manchester City-Wolves,2019-01-14,Matchweek 22,Mon,Home,W,3,0,Wolves,76,1028,29,84,457,490,56,1027,21,12,57.1,9,42.9,537,3098,1829,37,37,10,13,9,819,83,20:00:00
ENG-Premier League,1819,Manchester City,2019-01-20 Huddersfield-Manchester City,2019-01-20,Matchweek 23,Sun,Away,W,3,0,Huddersfield,67,874,54,167,507,206,23,874,20,15,75.0,5,25.0,452,2533,1604,31,18,6,16,17,669,66,13:30:00
ENG-Premier League,1819,Manchester City,2019-01-29 Newcastle Utd-Manchester City,2019-01-29,Matchweek 24,Tue,Away,L,1,2,Newcastle Utd,75,918,43,163,510,249,30,918,23,15,65.2,8,34.8,649,3567,2056,32,29,6,18,12,708,69,20:00:00
ENG-Premier League,1819,Manchester City,2019-02-03 Manchester City-Arsenal,2019-02-03,Matchweek 25,Sun,Home,W,3,1,Arsenal,59,764,29,127,402,244,44,764,25,19,76.0,5,20.0,544,2990,1730,38,19,13,9,4,558,69,16:30:00
ENG-Premier League,1819,Manchester City,2019-02-06 Everton-Manchester City,2019-02-06,Matchweek 27,Wed,Away,W,2,0,Everton,61,722,60,205,349,180,40,722,19,11,57.9,8,42.1,484,2738,1605,23,14,6,15,19,483,57,19:45:00
ENG-Premier League,1819,Manchester City,2019-02-10 Manchester City-Chelsea,2019-02-10,Matchweek 26,Sun,Home,W,6,0,Chelsea,56,814,97,287,373,161,25,813,20,11,55.0,9,45.0,615,2595,1312,21,17,9,13,13,653,39,16:00:00
ENG-Premier League,1819,Manchester City,2019-02-27 Manchester City-West Ham,2019-02-27,Matchweek 28,Wed,Home,W,1,0,West Ham,75,937,43,171,419,354,57,936,16,11,68.8,5,31.3,642,3737,2182,53,28,13,7,9,714,85,20:00:00
ENG-Premier League,1819,Manchester City,2019-03-02 Bournemouth-Manchester City,2019-03-02,Matchweek 29,Sat,Away,W,1,0,Bournemouth,81,949,21,90,517,350,42,949,15,6,40.0,9,60.0,695,3589,2075,41,28,9,10,5,759,80,15:00:00
ENG-Premier League,1819,Manchester City,2019-03-09 Manchester City-Watford,2019-03-09,Matchweek 30,Sat,Home,W,3,1,Watford,71,855,28,87,440,335,41,855,22,10,45.5,12,54.5,648,3614,2067,47,41,15,11,6,676,79,17:30:00
ENG-Premier League,1819,Manchester City,2019-03-30 Fulham-Manchester City,2019-03-30,Matchweek 32,Sat,Away,W,2,0,Fulham,65,839,49,154,433,255,34,839,19,9,47.4,10,52.6,435,2541,1489,34,19,7,17,10,637,59,12:30:00
ENG-Premier League,1819,Manchester City,2019-04-03 Manchester City-Cardiff City,2019-04-03,Matchweek 33,Wed,Home,W,2,0,Cardiff City,79,816,25,132,413,281,46,816,23,14,60.9,9,39.1,593,4014,2519,45,34,12,11,5,641,72,19:45:00
ENG-Premier League,1819,Manchester City,2019-04-14 Crystal Palace-Manchester City,2019-04-14,Matchweek 34,Sun,Away,W,3,1,Crystal Palace,73,893,43,121,478,303,39,893,25,16,64.0,9,36.0,632,3351,2046,45,29,9,9,13,677,77,14:05:00
ENG-Premier League,1819,Manchester City,2019-04-20 Manchester City-Tottenham,2019-04-20,Matchweek 35,Sat,Home,W,1,0,Tottenham,61,745,50,158,382,211,31,745,24,15,62.5,9,37.5,533,2756,1424,24,18,10,14,17,546,48,12:30:00
ENG-Premier League,1819,Manchester City,2019-04-24 Manchester Utd-Manchester City,2019-04-24,Matchweek 31,Wed,Away,W,2,0,Manchester Utd,63,827,76,237,416,182,30,827,25,17,68.0,8,32.0,585,2605,1413,30,25,9,12,5,624,45,20:00:00
ENG-Premier League,1819,Manchester City,2019-04-28 Burnley-Manchester City,2019-04-28,Matchweek 36,Sun,Away,W,1,0,Burnley,69,781,51,173,371,239,39,781,20,11,55.0,9,45.0,539,3167,1927,45,29,10,12,7,548,59,14:05:00
ENG-Premier League,1819,Manchester City,2019-05-06 Manchester City-Leicester City,2019-05-06,Matchweek 37,Mon,Home,W,1,0,Leicester City,61,786,27,103,390,296,39,786,17,7,41.2,10,58.8,483,2891,1781,40,27,11,14,12,574,81,20:00:00
ENG-Premier League,1819,Manchester City,2019-05-12 Brighton-Manchester City,2019-05-12,Matchweek 38,Sun,Away,W,4,1,Brighton,75,920,31,114,486,327,48,920,17,10,58.8,7,41.2,702,3539,2207,49,42,14,12,9,751,62,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-10 Manchester Utd-Leicester City,2018-08-10,Matchweek 1,Fri,Home,W,2,1,Leicester City,47,648,70,222,331,103,9,647,14,11,78.6,3,21.4,311,1575,770,15,6,2,17,11,416,27,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-19 Brighton-Manchester Utd,2018-08-19,Matchweek 2,Sun,Away,L,2,3,Brighton,66,729,43,215,404,115,12,728,20,8,40.0,12,60.0,417,2002,1027,16,15,4,22,16,514,43,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-27 Manchester Utd-Tottenham,2018-08-27,Matchweek 3,Mon,Home,L,0,3,Tottenham,57,656,50,174,322,166,30,656,11,7,63.6,4,36.4,308,1604,854,23,15,7,17,19,411,52,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-02 Burnley-Manchester Utd,2018-09-02,Matchweek 4,Sun,Away,W,2,0,Burnley,53,656,55,165,325,171,38,655,10,6,60.0,4,40.0,351,1904,1125,33,16,10,9,8,459,47,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-15 Watford-Manchester Utd,2018-09-15,Matchweek 5,Sat,Away,W,2,1,Watford,57,667,63,195,319,157,21,667,13,4,30.8,9,69.2,332,1537,793,18,13,3,10,16,436,42,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-09-22 Manchester Utd-Wolves,2018-09-22,Matchweek 6,Sat,Home,D,1,1,Wolves,64,824,57,168,452,207,25,824,11,8,72.7,3,27.3,452,2284,1305,26,19,4,14,10,616,63,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-29 West Ham-Manchester Utd,2018-09-29,Matchweek 7,Sat,Away,L,1,3,West Ham,52,624,40,113,341,180,21,624,21,7,33.3,14,66.7,357,2250,1285,28,29,2,15,11,424,47,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-06 Manchester Utd-Newcastle Utd,2018-10-06,Matchweek 8,Sat,Home,W,3,2,Newcastle Utd,72,800,47,182,391,232,42,800,12,7,58.3,5,41.7,419,2465,1485,35,20,7,19,13,556,71,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-20 Chelsea-Manchester Utd,2018-10-20,Matchweek 9,Sat,Away,D,2,2,Chelsea,38,512,73,189,218,116,24,512,13,10,76.9,3,23.1,231,1394,761,19,18,4,13,9,301,24,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-28 Manchester Utd-Everton,2018-10-28,Matchweek 10,Sun,Home,W,2,1,Everton,54,620,48,143,346,135,25,619,8,4,50.0,4,50.0,328,1784,998,15,7,8,9,12,417,42,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-11-03 Bournemouth-Manchester Utd,2018-11-03,Matchweek 11,Sat,Away,W,2,1,Bournemouth,51,619,70,179,291,152,31,619,18,6,33.3,12,66.7,272,1558,848,26,15,9,12,8,367,46,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-11-11 Manchester City-Manchester Utd,2018-11-11,Matchweek 12,Sun,Away,L,1,3,Manchester City,35,530,73,182,249,104,16,529,11,4,36.4,7,63.6,219,1060,488,10,11,2,15,6,332,26,16:30:00
ENG-Premier League,1819,Manchester Utd,2018-11-24 Manchester Utd-Crystal Palace,2018-11-24,Matchweek 13,Sat,Home,D,0,0,Crystal Palace,59,683,50,137,339,209,27,683,9,3,33.3,6,66.7,401,2220,1242,24,13,5,16,7,449,73,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-01 Southampton-Manchester Utd,2018-12-01,Matchweek 14,Sat,Away,D,2,2,Southampton,60,686,52,175,403,111,19,686,15,10,66.7,5,33.3,347,1930,996,11,8,6,15,15,466,30,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-12-05 Manchester Utd-Arsenal,2018-12-05,Matchweek 15,Wed,Home,D,2,2,Arsenal,45,601,63,158,312,133,14,601,10,7,70.0,3,30.0,299,1452,712,11,13,3,14,9,378,23,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-08 Manchester Utd-Fulham,2018-12-08,Matchweek 16,Sat,Home,W,4,1,Fulham,62,799,61,241,368,197,34,799,21,10,47.6,11,52.4,549,2608,1352,28,27,15,13,7,563,57,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-16 Liverpool-Manchester Utd,2018-12-16,Matchweek 17,Sun,Away,L,1,3,Liverpool,36,512,101,225,207,84,11,512,14,8,57.1,6,42.9,217,1047,539,11,11,1,15,6,227,23,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-22 Cardiff City-Manchester Utd,2018-12-22,Matchweek 18,Sat,Away,W,5,1,Cardiff City,73,765,53,187,405,180,22,764,17,10,58.8,7,41.2,352,1764,1007,18,20,7,13,10,570,50,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-12-26 Manchester Utd-Huddersfield,2018-12-26,Matchweek 19,Wed,Home,W,3,1,Huddersfield,64,793,62,153,442,201,23,793,21,10,47.6,11,52.4,459,1999,1112,22,22,6,11,16,564,48,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-30 Manchester Utd-Bournemouth,2018-12-30,Matchweek 20,Sun,Home,W,4,1,Bournemouth,65,827,54,199,449,185,26,827,12,7,58.3,5,41.7,552,2341,1224,23,27,5,19,3,642,51,16:30:00
ENG-Premier League,1819,Manchester Utd,2019-01-02 Newcastle Utd-Manchester Utd,2019-01-02,Matchweek 21,Wed,Away,W,2,0,Newcastle Utd,64,834,57,176,518,146,28,834,13,9,69.2,4,30.8,446,2036,1197,26,18,7,14,24,620,52,20:00:00
ENG-Premier League,1819,Manchester Utd,2019-01-13 Tottenham-Manchester Utd,2019-01-13,Matchweek 22,Sun,Away,W,1,0,Tottenham,39,517,84,175,232,116,16,517,19,14,73.7,5,26.3,238,1360,724,17,9,9,10,14,291,23,16:30:00
ENG-Premier League,1819,Manchester Utd,2019-01-19 Manchester Utd-Brighton,2019-01-19,Matchweek 23,Sat,Home,W,2,1,Brighton,56,650,47,157,333,165,19,649,15,8,53.3,7,46.7,331,1916,1169,21,14,1,8,10,454,45,15:00:00
ENG-Premier League,1819,Manchester Utd,2019-01-29 Manchester Utd-Burnley,2019-01-29,Matchweek 24,Tue,Home,D,2,2,Burnley,73,810,44,214,309,289,36,809,9,6,66.7,3,33.3,531,2796,1644,31,22,3,16,10,599,70,20:00:00
ENG-Premier League,1819,Manchester Utd,2019-02-03 Leicester City-Manchester Utd,2019-02-03,Matchweek 25,Sun,Away,W,1,0,Leicester City,55,690,60,169,362,165,15,690,20,17,85.0,3,15.0,328,1633,974,18,17,5,15,9,461,41,14:05:00
ENG-Premier League,1819,Manchester Utd,2019-02-09 Fulham-Manchester Utd,2019-02-09,Matchweek 26,Sat,Away,W,3,0,Fulham,49,644,68,175,296,181,41,643,18,14,77.8,4,22.2,317,1730,987,20,19,13,15,15,400,49,12:30:00
ENG-Premier League,1819,Manchester Utd,2019-02-24 Manchester Utd-Liverpool,2019-02-24,Matchweek 27,Sun,Home,D,0,0,Liverpool,36,448,79,214,181,58,9,448,14,6,42.9,8,57.1,198,1157,689,10,6,1,6,11,249,21,14:05:00
ENG-Premier League,1819,Manchester Utd,2019-02-27 Crystal Palace-Manchester Utd,2019-02-27,Matchweek 28,Wed,Away,W,3,1,Crystal Palace,54,602,53,135,326,143,20,602,15,8,53.3,7,46.7,318,1752,991,18,9,6,14,11,397,38,20:00:00
ENG-Premier League,1819,Manchester Utd,2019-03-02 Manchester Utd-Southampton,2019-03-02,Matchweek 29,Sat,Home,W,3,2,Southampton,64,677,50,193,343,144,24,676,14,9,64.3,5,35.7,360,1574,865,16,10,2,25,15,447,45,15:00:00
ENG-Premier League,1819,Manchester Utd,2019-03-10 Arsenal-Manchester Utd,2019-03-10,Matchweek 30,Sun,Away,L,0,2,Arsenal,54,620,57,184,316,126,25,620,14,8,57.1,6,42.9,315,1940,1117,28,17,8,12,11,398,49,16:30:00
ENG-Premier League,1819,Manchester Utd,2019-03-30 Manchester Utd-Watford,2019-03-30,Matchweek 32,Sat,Home,W,2,1,Watford,52,587,87,206,216,171,27,587,14,9,64.3,5,35.7,272,1816,1057,24,21,7,11,8,363,38,15:00:00
ENG-Premier League,1819,Manchester Utd,2019-04-02 Wolves-Manchester Utd,2019-04-02,Matchweek 33,Tue,Away,L,1,2,Wolves,51,653,41,111,395,150,20,653,17,8,47.1,9,52.9,359,2009,1044,23,16,6,12,8,438,38,19:45:00
ENG-Premier League,1819,Manchester Utd,2019-04-13 Manchester Utd-West Ham,2019-04-13,Matchweek 34,Sat,Home,W,2,1,West Ham,43,547,69,180,258,119,27,545,16,7,43.8,9,56.3,250,1567,1025,20,10,5,13,8,310,43,17:30:00
ENG-Premier League,1819,Manchester Utd,2019-04-21 Everton-Manchester Utd,2019-04-21,Matchweek 35,Sun,Away,L,0,4,Everton,52,570,64,174,268,132,12,570,11,7,63.6,4,36.4,286,1758,1035,19,14,4,14,13,361,30,13:30:00
ENG-Premier League,1819,Manchester Utd,2019-04-24 Manchester Utd-Manchester City,2019-04-24,Matchweek 31,Wed,Home,L,0,2,Manchester City,37,535,57,180,244,117,13,535,15,12,80.0,2,13.3,286,1517,773,15,12,3,14,12,337,27,20:00:00
ENG-Premier League,1819,Manchester Utd,2019-04-28 Manchester Utd-Chelsea,2019-04-28,Matchweek 36,Sun,Home,D,1,1,Chelsea,52,615,59,154,292,173,24,615,14,9,64.3,5,35.7,308,1620,801,13,11,5,14,10,418,31,16:30:00
ENG-Premier League,1819,Manchester Utd,2019-05-05 Huddersfield-Manchester Utd,2019-05-05,Matchweek 37,Sun,Away,D,1,1,Huddersfield,64,771,47,187,393,196,33,771,12,10,83.3,2,16.7,433,2355,1369,22,17,6,14,16,542,68,14:00:00
ENG-Premier League,1819,Manchester Utd,2019-05-12 Manchester Utd-Cardiff City,2019-05-12,Matchweek 38,Sun,Home,L,0,2,Cardiff City,73,774,54,162,354,263,34,774,22,13,59.1,9,40.9,431,2892,1734,48,27,14,13,7,549,69,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-08-11 Newcastle Utd-Tottenham,2018-08-11,Matchweek 1,Sat,Home,L,1,2,Tottenham,42,568,53,191,255,126,20,568,27,15,55.6,12,44.4,249,1108,448,5,10,1,17,15,298,34,12:30:00
ENG-Premier League,1819,Newcastle Utd,2018-08-18 Cardiff City-Newcastle Utd,2018-08-18,Matchweek 2,Sat,Away,D,0,0,Cardiff City,49,465,48,187,192,91,17,464,9,3,33.3,6,66.7,167,828,357,7,3,3,21,16,205,14,12:30:00
